name,name_first,name_middle,name_last,nickname,name_prefix,name_suffix,Image,party,Office,title,state,status,district,ethnicity,race,gender,date_of_birth,date_of_death,education,occupation,Bio,email_official,email_other,email_campaign,website_official,website_personal,website_campaign,twitter_official,twitter_personal,twitter_campaign,youtube_official,youtube_personal,youtube_campaign,instagram_official,instagram_personal,instagram_campaign,facebook_official,facebook_personal,facebook_campaign,linkedin,rumble,gab,RSS,address_campaign,address_capitol,address_district,phone_campaign,phone_capitol,phone_district,fax_capitol,fax_district,contact_form_url,date_assumed_office,appointed_by,appointed_data,confirmed_date,term_end_data,congress_year,thomas ID,lis_id,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id,google_entity_id,Ballotpedia URL,propublica URL,Ballotpedia Office ID,govpackpub_id,govpack_id,fec_id,usio_id,opensecrets_id,district_ocd_id,openstates_id,committee_id
Josh Gottheimer,Josh,,Gottheimer,,,,https://gottheimer.house.gov/uploadedphotos/highresolution/49ff2946-a4b3-4393-8e6f-13d1333319bb.jpg,Democratic Party,U.S. House New Jersey District 5,U.S. Representative,NJ,Incumbent,New Jersey Congressional District 5,,,Male,1975-03-08,,,,,,,info@josh4congress.com,https://gottheimer.house.gov,,https://josh4congress.com/,https://www.twitter.com/RepJoshG,,https://www.twitter.com/JoshGottheimer,https://www.youtube.com/channel/UCNc_9pTqsP0J3tqNlelh7mA,,https://www.youtube.com/channel/UC2BtZnO3yk8E4y8WCgnt10A/featured,https://www.instagram.com/RepJoshG/,,,https://www.facebook.com/RepJoshG,https://www.facebook.com/josh.gottheimer,https://www.facebook.com/josh4congress,,,,,"P.O. Box 584 Ridgewood, NJ 07451",203 Cannon House Office Building,,(201) 477-8387,202-225-4465,,,,,,,,,,,,,9275683,412714,169202,,,21723,https://en.wikipedia.org/wiki/Josh_Gottheimer,/g/120x5twv,,https://api.propublica.org/congress/v1/members/G000583.json,,,,H6NJ05171,,,ocd-division/country:us/state:nj/cd:5,,
Peter B. Lijoi,Peter,B.,Lijoi,,,,,Republican Party,Union County Surrogate,Union County Surrogate,NJ,Challenger,New Jersey Statewide,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:union,,
Roxanne L. Barnes,Roxanne,L.,Barnes,,,,,Democratic Party,New Jersey State Senate nan,New Jersey County Legislator,NJ,Challenger,New Jersey State Senate nan,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:ocean,,
"John P. ""Jack"" Kelly",John,"P. ""Jack""",Kelly,,,,,Republican Party,New Jersey State Senate nan,New Jersey County Legislator,NJ,Incumbent,New Jersey State Senate nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:ocean,,
Frank T. Pallotta,Frank,T.,Pallotta,,,,https://pallottaforcongress.com/wp-content/uploads/2021/11/Pallotta-for-Congress-NJ-00231.jpg,Republican Party,U.S. House New Jersey District 5,U.S. Representative,NJ,Challenger,New Jersey Congressional District 5,,,,,,,,,n/a,,info@pallottaforcongress.com,n/a,,https://pallottaforcongress.com/about/,,,https://www.twitter.com/FrankPallottaNJ,,,,,,https://www.instagram.com/FrankPallottaNJ/,,,https://www.facebook.com/FrankPallottaNJ,,,,,"P.O. Box 817, Ramsey NJ 07446",n/a,n/a,(201) 783-8801,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/cd:5,,
"William Gallman, Jr.",William,,Gallman,,,Jr.,,Democratic Party,New Jersey State Senate Ward 5,New Jersey City Legislator,NJ,Incumbent,New Jersey State Senate Ward 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/place:elizabeth/ward:5,,
Frank O. Mazza,Frank,O.,Mazza,,,,,Democratic Party,New Jersey State Senate Ward 6,New Jersey City Legislator,NJ,Incumbent,New Jersey State Senate Ward 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/place:elizabeth/ward:6,,
Christopher Hudak,Christopher,,Hudak,,,,,Democratic Party,Union County Surrogate,Union County Surrogate,NJ,Incumbent,New Jersey Statewide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:union,,
Susan M. Kiley,Susan,M.,Kiley,,,,,Republican Party,U.S. House New Jersey District 6,U.S. Representative,NJ,Challenger,New Jersey Congressional District 6,,,,,,,,,n/a,,info@suekiley.com,n/a,,https://suekiley.com/kiley-for-congress,,,,,,,,,https://www.instagram.com/kileyforcongress/,n/a,https://www.facebook.com/SueKiley.TownshipCommittee,https://www.facebook.com/KileyforCongress,,,,,"P.O. Box 999 Edison, NJ 08818",n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/cd:6,,
Theresa Bender Chapman,Theresa,Bender,Chapman,,,,,Democratic Party,New Jersey State Senate nan,New Jersey County Legislator,NJ,Challenger,New Jersey State Senate nan,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:warren,,
Jason J. Sarnoski,Jason,J.,Sarnoski,,,,,Republican Party,New Jersey State Senate nan,New Jersey County Legislator,NJ,Incumbent,New Jersey State Senate nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:warren,,
Ras Baraka,Ras,,Baraka,,,,,Nonpartisan,,New Jersey Mayor,NJ,Challenger,,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/place:newark,,
Luis A. Quintana,Luis,A.,Quintana,,,,,Nonpartisan,New Jersey State Senate At-Large,New Jersey City Legislator,NJ,Challenger,New Jersey State Senate At-Large,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/place:newark,,
"Frank Pallone, Jr.",Frank,,Pallone,,,Jr.,https://clerk.house.gov/content/assets/img/members/P000034.jpg,Democratic Party,U.S. House New Jersey District 6,U.S. Representative,NJ,Incumbent,New Jersey Congressional District 6,,,Male,1951-10-30,,,,,,,,https://pallone.house.gov,,https://www.pallonefornewjersey.com/,https://www.twitter.com/frankpallone,,https://www.twitter.com/pallonefornj,https://www.youtube.com/user/RepFrankPallone,,,https://www.instagram.com/repfrankpallone/,,,https://www.facebook.com/RepFrankPallone/,,https://www.facebook.com/PalloneForNJ,,,,https://pallone.house.gov/rss.xml,"495 BROADWAY LONG BRANCH, NJ 07740",2107 Rayburn House Office Building,,(732) 571-4141,202-225-4671,,,,,,,,,,,,,6107,400308,26951,,,15454,https://en.wikipedia.org/wiki/Frank_Pallone,/m/0g6t5w,,https://api.propublica.org/congress/v1/members/P000034.json,,,,H8NJ03073,,,ocd-division/country:us/state:nj/cd:6,,
Louise Scott-Rountree,Louise,,Scott-Rountree,,,,,Nonpartisan,New Jersey State Senate At-Large,New Jersey City Legislator,NJ,Challenger,New Jersey State Senate At-Large,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/place:newark,,
C. Lawrence Crump,C.,Lawrence,Crump,,,,,Nonpartisan,New Jersey State Senate At-Large,New Jersey City Legislator,NJ,Challenger,New Jersey State Senate At-Large,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/place:newark,,
Nancy Brown,Nancy,,Brown,,,,,Republican Party,Warren County Surrogate,Warren County Surrogate,NJ,Challenger,New Jersey Statewide,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:warren,,
Tom Malinowski,Tom,,Malinowski,,,,https://clerk.house.gov/content/assets/img/members/M001203.jpg,Democratic Party,U.S. House New Jersey District 7,U.S. Representative,NJ,Incumbent,New Jersey Congressional District 7,,,Male,1965-09-23,,,,,,,info@malinowskifornj.com,https://malinowski.house.gov,,https://malinowskifornj.com/,https://www.twitter.com/RepMalinowski,,https://www.twitter.com/Malinowski,https://www.youtube.com/c/RepTomMalinowski,,https://www.youtube.com/c/TomMalinowskiNJ7,https://www.instagram.com/reptommalinowski/,,https://www.instagram.com/malinowskifornj/,https://www.facebook.com/RepTomMalinowski/,,https://www.facebook.com/malinowskifornj,,,,,"P.O. Box 263 Somerville, NJ 08876",1318 Longworth House Office Building,,,202-225-5361,,,,,,,,,,,,,,412798,179645,,,,https://en.wikipedia.org/wiki/Tom_Malinowski,/g/11cmhw_v1s,,https://api.propublica.org/congress/v1/members/M001203.json,,,,H8NJ07223,,,ocd-division/country:us/state:nj/cd:7,,
Holly Mackey,Holly,,Mackey,,,,,Republican Party,Warren County Clerk,Warren County Clerk,NJ,Incumbent,New Jersey Statewide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:warren,,
Carlos M. Gonzalez,Carlos,M.,Gonzalez,,,,,Nonpartisan,New Jersey State Senate At-Large,New Jersey City Legislator,NJ,Challenger,New Jersey State Senate At-Large,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/place:newark,,
LaMonica R. McIver,LaMonica,R.,McIver,,,,,Nonpartisan,New Jersey State Senate Ward Central,New Jersey City Legislator,NJ,Challenger,New Jersey State Senate Ward Central,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/place:newark/ward:central,,
"James J. McDonald, Sr.",James,J.,McDonald,,,Sr.,,Republican Party,Warren County Sheriff,Warren County Sheriff,NJ,Incumbent,New Jersey Statewide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:warren,,
"Thomas H. Kean, Jr.",Thomas,H.,Kean,,,Jr.,https://tomkean.com/wp-content/uploads/2020/09/Tom-Kean-Jr.jpeg,Republican Party,U.S. House New Jersey District 7,U.S. Representative,NJ,Challenger,New Jersey Congressional District 7,,,,,,,,,n/a,,info@TomKean.com,n/a,,https://tomkean.com/,,https://www.twitter.com/tomkean,https://www.twitter.com/KeanForCongress,,,https://www.youtube.com/TomKean,,,https://www.instagram.com/tomkean/,,https://www.facebook.com/tomkean,https://www.facebook.com/TomKeanPolitical,,,,,"PO Box 999, Edison, NJ 08818",n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,https://en.wikipedia.org/wiki/Thomas_Kean_Jr.,,,,,,,,,,ocd-division/country:us/state:nj/cd:7,,
Carlos L. Torres,Carlos,L.,Torres,,,,,Democratic Party,New Jersey State Senate Ward 1,New Jersey City Legislator,NJ,Incumbent,New Jersey State Senate Ward 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/place:elizabeth/ward:1,,
Michael J. Silva,Michael,J.,Silva,,,,,Nonpartisan,New Jersey State Senate Ward East,New Jersey City Legislator,NJ,Challenger,New Jersey State Senate Ward East,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/place:newark/ward:east,,
"Anibal Ramos, Jr.",Anibal,,Ramos,,,Jr.,,Nonpartisan,New Jersey State Senate Ward North,New Jersey City Legislator,NJ,Challenger,New Jersey State Senate Ward North,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/place:newark/ward:north,,
Robert J. Menendez,Robert,J.,Menendez,,,,https://pbs.twimg.com/profile_images/1547996604707119107/cOPQgofY_400x400.jpg,Democratic Party,U.S. House New Jersey District 8,U.S. Representative,NJ,Challenger,New Jersey Congressional District 8,,,Male,1954-01-01,,,,,n/a,,info@robmenendez.com,https://www.menendez.senate.gov,,https://robmenendez.com/,https://www.twitter.com/SenatorMenendez,,https://www.twitter.com/RobMenendez4NJ,https://www.youtube.com/c/SenatorMenendezNJ,,,,,https://www.instagram.com/robmenendez4nj/,https://www.facebook.com/senatormenendez,,https://www.facebook.com/RobMenendez4NJ,,,,,"123 Town Square Place #515 Jersey City, NJ 07310",528 Hart Senate Office Building,n/a,,202-224-4744,n/a,n/a,n/a,https://www.menendez.senate.gov/contact,n/a,n/a,n/a,n/a,n/a,n/a,,S306,29608,400272,26961,,,29373,,/m/033d3p,,https://api.propublica.org/congress/v1/members/M000639.json,,,,H2NJ13075,,,ocd-division/country:us/state:nj/cd:8,,
Patrick O. Council,Patrick,O.,Council,,,,,Nonpartisan,New Jersey State Senate Ward South,New Jersey City Legislator,NJ,Challenger,New Jersey State Senate Ward South,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/place:newark/ward:south,,
Dupre L. Kelly,Dupre,L.,Kelly,,,,,Nonpartisan,New Jersey State Senate Ward West,New Jersey City Legislator,NJ,Challenger,New Jersey State Senate Ward West,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/place:newark/ward:west,,
Nelson Gonzalez,Nelson,,Gonzalez,,,,,Democratic Party,New Jersey State Senate Ward 2,New Jersey City Legislator,NJ,Incumbent,New Jersey State Senate Ward 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/place:elizabeth/ward:2,,
Marcos Arroyo,Marcos,,Arroyo,,,,,Republican Party,U.S. House New Jersey District 8,U.S. Representative,NJ,Challenger,New Jersey Congressional District 8,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/cd:8,,
Kevin Kiniery,Kevin,,Kiniery,,,,,Democratic Party,New Jersey State Senate Ward 3,New Jersey City Legislator,NJ,Incumbent,New Jersey State Senate Ward 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/place:elizabeth/ward:3,,
Md Forid Uddin,Md,Forid,Uddin,,,,,Nonpartisan,New Jersey State Senate At-Large,New Jersey City Legislator,NJ,Challenger,New Jersey State Senate At-Large,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/place:paterson,,
Carlos Cedeno,Carlos,,Cedeno,,,,,Democratic Party,New Jersey State Senate Ward 4,New Jersey City Legislator,NJ,Incumbent,New Jersey State Senate Ward 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/place:elizabeth/ward:4,,
Billy Prempeh,Billy,,Prempeh,,,,https://usercontent.one/wp/www.billyprempeh.com/wp-content/uploads/2021/08/Billy-0714211209-Edit_IG.jpg,Republican Party,U.S. House New Jersey District 9,U.S. Representative,NJ,Challenger,New Jersey Congressional District 9,,,,,,,,,n/a,,billy@BillyPrempeh.com,n/a,,https://www.billyprempeh.com/,,,https://www.twitter.com/BillyPrempeh,,,https://www.youtube.com/SomeGuyNamedBill,,,https://www.instagram.com/someguynamedbill/,,https://www.facebook.com/sumguynamedbill,https://www.facebook.com/BillyPrempeh,,,,,"22 B Market Street Paterson, NJ 07501",n/a,n/a,(973) 341-4245,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/cd:9,,
Andrew Zwicker,Andrew,,Zwicker,,,,https://www.njleg.state.nj.us/members/memberphotos/zwicker_andrew_2019.jpg,Democratic,New Jersey State Senate District 16,New Jersey State Senator,NJ,Incumbent,New Jersey State Senate District 16,,,Male,,,,,,SenZwicker@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,"1 Deer Park Dr., Suite D-1; Monmouth Junction NJ 08852",,,732-823-1684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/7782ffcd-73df-41b5-9857-fd7b10953bf3,
Angela V. McKnight,Angela,V.,McKnight,,,,https://www.njleg.state.nj.us/members/memberphotos/mcknight_color.jpg,Democratic,New Jersey State House District 31,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 31,,,Female,,,,,,AswMcKnight@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,2324 John F. Kennedy Blvd.; Jersey City NJ 07304,,,201-360-2502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/d8c826c4-95c7-465b-8448-1f05495bfc45,
Angelica M. Jimenez,Angelica,M.,Jimenez,,,,https://www.njleg.state.nj.us/members/memberphotos/jimenez_color.jpg,Democratic,New Jersey State House District 32,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 32,,,Female,,,,,,AswJimenez@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,"5600 Kennedy Blvd., Suite 104; West New York NJ 07093",,,201-223-4247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/2845eb57-3b9a-4d8d-9ee3-55bda4967805,
Annette Chaparro,Annette,,Chaparro,,,,https://www.njleg.state.nj.us/members/memberphotos/chaparro_annette_2020.jpg,Democratic,New Jersey State House District 33,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 33,,,Female,,,,,,AswChaparro@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,"80 River St., 2nd Floor; Hoboken NJ 07030",,,201-683-7917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/a0281bb5-d164-48ca-959b-4cb52e389cc7,
Annette Quijano,Annette,,Quijano,,,,https://www.njleg.state.nj.us/members/memberphotos/quijano_annette_2020.jpg,Democratic,New Jersey State House District 20,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 20,,,Female,,,,,,AswQuijano@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,985 Stuyvesant Ave.; Union NJ 07083,,,908-327-9119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/ec370db8-c51e-4022-9868-5cad9c38e97d,
Anthony M. Bucco,Anthony,M.,Bucco,,,,https://www.njleg.state.nj.us/members/memberphotos/bucco_a_m_color.jpg,Republican,New Jersey State Senate District 25,New Jersey State Senator,NJ,Incumbent,New Jersey State Senate District 25,,,Male,,,,,,SenBucco@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,"75 Bloomfield Ave., Suite 302, 3rd Floor; Denville NJ 07834",,,973-627-9700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/f321f20f-b8af-4d0b-85ba-e7b8dcf9ae03,
Anthony S. Verrelli,Anthony,S.,Verrelli,,,,https://www.njleg.state.nj.us/members/memberphotos/verrelli_anthony_2020.jpg,Democratic,New Jersey State House District 15,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 15,,,Male,,,,,,AsmVerrelli@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,144 West State St.; Trenton NJ 08608,,,609-292-0500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/c6d61a12-eeb5-4400-943d-68a81b0728f0,
Antwan L. McClellan,Antwan,L.,McClellan,,,,http://www.njleg.state.nj.us/members/memberphotos/mcclellan_antwan_2020.jpg,Republican,New Jersey State House District 1,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 1,,,Male,,,,,,AsmMcClellan@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,610 E Landis Ave.; Vineland NJ 08360,,,609-778-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/4ebe8d6e-9814-4f68-aa9f-148c0942eaab,
Aura Dunn,Aura,,Dunn,,,,https://www.njleg.state.nj.us/members/memberphotos/dunn_aura_2020.jpg,Republican,New Jersey State House District 25,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 25,,,Female,,,,,,AswDunn@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,"191 Main Street, Suite D; Chester NJ 07930",,,908-955-7228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/03aa8bec-9d7e-41e7-ad20-b5ba1991cab6,
Benjie E. Wimberly,Benjie,E.,Wimberly,,,,https://www.njleg.state.nj.us/members/memberphotos/wimberly_color.jpg,Democratic,New Jersey State House District 35,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 35,,,Male,,,,,,AsmWimberly@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,"301 Main St., Suite 360; Paterson NJ 07505",,,973-925-7061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/18fa38fc-954e-43d9-a294-a2068828216e,
Beth Sawyer,Beth,,Sawyer,,,,,Republican,New Jersey State House District 3,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 3,,,,,,,,,AswSawyer@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/4275f171-9920-464e-a395-b4deab10c6b2,
Bethanne McCarthy Patrick,Bethanne,McCarthy,Patrick,,,,,Republican,New Jersey State House District 3,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 3,,,,,,,,,AswMcCarthyPatrick@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/6f117492-e010-46fe-8356-2b38516c22be,
Bob Smith,Bob,,Smith,,,,https://www.njleg.state.nj.us/members/memberphotos/smith_bob_2021.jpg,Democratic,New Jersey State Senate District 17,New Jersey State Senator,NJ,Incumbent,New Jersey State Senate District 17,,,Male,,,,,,SenBSmith@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,"216 Stelton Rd., Suite E-5; Piscataway NJ 08854",,,732-752-0770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/177d44ba-0c93-4e26-b245-84aa2239f7b4,
Brandon Umba,Brandon,,Umba,,,,,Republican,New Jersey State House District 8,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 8,,,,,,,,,AsmUmba@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/16e93ae3-7fc5-450e-9a84-90459aa18338,
Brian Bergen,Brian,,Bergen,,,,https://www.njleg.state.nj.us/members/memberphotos/bergen_brian_2020.jpg,Republican,New Jersey State House District 25,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 25,,,Male,,,,,,AsmBergen@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,"5 East Main St., Suite 22B; Denville NJ 07834",,,973-539-8113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/006c1bd9-54e9-49be-9d02-12dda1119149,
Brian E. Rumpf,Brian,E.,Rumpf,,,,https://www.njleg.state.nj.us/members/memberphotos/rumpf_brian_2020.jpg,Republican,New Jersey State House District 9,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 9,,,Male,,,,,,AsmRumpf@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,620 West Lacey Rd.; Forked River NJ 08731,,,609-693-6700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/d6731a7f-a22e-48dd-8bba-fd2c155c16c3,
Brian P. Stack,Brian,P.,Stack,,,,https://www.njleg.state.nj.us/members/memberphotos/stack_color.jpg,Democratic,New Jersey State Senate District 33,New Jersey State Senator,NJ,Incumbent,New Jersey State Senate District 33,,,Male,,,,,,SenStack@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,411 Palisade Ave.; Jersey City NJ 07307,,,201-721-5263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/6f616307-dafe-44ca-a6b3-5f9516d21f89,
Britnee N. Timberlake,Britnee,N.,Timberlake,,,,https://www.njleg.state.nj.us/members/memberphotos/timberlake_britnee_2018.jpg,Democratic,New Jersey State House District 34,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 34,,,Female,,,,,,AswTimberlake@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,"520 Main Street, Suite 1; East Orange NJ 07018",,,973-395-1166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/707e3027-d06f-4346-8c11-3ff1becbe725,
Carol A. Murphy,Carol,A.,Murphy,,,,https://www.njleg.state.nj.us/members/memberphotos/murphy_carol_2021.jpg,Democratic,New Jersey State House District 7,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 7,,,Female,,,,,,AswMurphy@njleg.org,,,,,,,,,,,,,,,,,,,,,,,,"504 Route 130 North, Suite 100; Cinnaminson NJ 08077",,,856-735-5334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/c33b5f2b-0494-414f-aa84-d2286ae46095,
Christian E. Barranco,Christian,E.,Barranco,,,,,Republican,New Jersey State House District 26,New Jersey State Representative,NJ,Incumbent,New Jersey State House District 26,,,,,,,,,AsmBarranco.njleg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/09c6e805-6356-4bcb-a7d3-6be479d41e9a,
