id,title,short_title,api_uri,first_name,middle_name,last_name,suffix,date_of_birth,gender,party,leadership_role,twitter_account,facebook_account,youtube_account,govtrack_id,cspan_id,votesmart_id,icpsr_id,crp_id,google_entity_id,fec_candidate_id,url,rss_url,contact_form,in_office,cook_pvi,dw_nominate,ideal_point,seniority,next_election,total_votes,missed_votes,total_present,last_updated,ocd_id,office,phone,fax,state,district,at_large,geoid,missed_votes_pct,votes_with_party_pct,votes_against_party_pct,senate_class,state_rank,lis_id
M001206,Representative,Rep.,https://api.propublica.org/congress/v1/members/M001206.json,Joe,,Morelle,,1957-04-29,M,D,,repjoemorelle,,,412749,,4362,,N00043207,/m/03d820m,H8NY25105,https://morelle.house.gov,,,True,,,,6,2022,865.0,4.0,0.0,2022-08-09 11:30:25 -0400,ocd-division/country:us/state:ny/cd:25,1317 Longworth House Office Building,202-225-3615,,NY,25,False,3625,0.46,98.6,1.28,,,
M001196,Representative,Rep.,https://api.propublica.org/congress/v1/members/M001196.json,Seth,,Moulton,,1978-10-24,M,D,,teammoulton,CongressmanSethMoulton,,412632,78453,146299,21525,N00035431,/m/0sgh587,H4MA06090,https://moulton.house.gov,,,True,,-0.282,,8,2022,865.0,2.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:ma/cd:6,1127 Longworth House Office Building,202-225-8020,,MA,6,False,2506,0.23,98.49,1.39,,,
M001214,Representative,Rep.,https://api.propublica.org/congress/v1/members/M001214.json,Frank,,Mrvan,,1969-04-16,M,D,,RepMrvan,,,456821,,,,N00045905,/m/03yd13z,H0IN01150,https://mrvan.house.gov,,,True,,,,2,2022,865.0,4.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:in/cd:1,1607 Longworth House Office Building,202-225-2461,,IN,1,False,1801,0.46,98.14,1.75,,,
M001190,Representative,Rep.,https://api.propublica.org/congress/v1/members/M001190.json,Markwayne,,Mullin,,1977-07-26,M,R,,RepMullin,RepMullin,,412568,1034045,135898,21355,N00033410,/m/0lq78pn,H2OK02083,https://mullin.house.gov,https://mullin.house.gov/news/rss.aspx,,True,,0.536,,10,2022,865.0,22.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:ok/cd:2,2421 Rayburn House Office Building,202-225-2701,,OK,2,False,4002,2.54,94.27,5.61,,,
M001210,Representative,Rep.,https://api.propublica.org/congress/v1/members/M001210.json,Greg,,Murphy,,1963-03-05,M,R,,RepGregMurphy,,,412845,,166135,,N00044027,/g/11clyw935r,H0NC03172,https://gregmurphy.house.gov,,,True,,,,4,2022,865.0,20.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:nc/cd:3,313 Cannon House Office Building,202-225-3415,,NC,3,False,3703,2.31,95.59,4.29,,,
M001202,Representative,Rep.,https://api.propublica.org/congress/v1/members/M001202.json,Stephanie,,Murphy,,1978-09-16,F,D,,RepStephMurphy,RepStephMurphy,RepStephMurphy,412694,103502,173426,21738,N00040133,/g/11c48s1mnv,H6FL07140,https://murphy.house.gov,,,True,,-0.16,,6,2022,865.0,70.0,0.0,2022-08-09 12:00:38 -0400,ocd-division/country:us/state:fl/cd:7,1710 Longworth House Office Building,202-225-4035,,FL,7,False,1207,8.09,95.59,4.29,,,
N000002,Representative,Rep.,https://api.propublica.org/congress/v1/members/N000002.json,Jerrold,,Nadler,,1947-06-13,M,D,,RepJerryNadler,CongressmanNadler,congressmannadler,400289,26159,26980,29377,N00000939,/m/03tk11,H2NY17071,https://nadler.house.gov,,,True,,-0.508,,32,2022,865.0,17.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:ny/cd:10,2132 Rayburn House Office Building,202-225-5635,,NY,10,False,3610,1.97,98.58,1.3,,,
N000179,Representative,Rep.,https://api.propublica.org/congress/v1/members/N000179.json,Grace,F.,Napolitano,,1936-12-04,F,D,,GraceNapolitano,RepGraceNapolitano,RepGraceNapolitano,400290,57873,8393,29903,N00006789,/m/024v0s,H8CA34068,https://napolitano.house.gov,https://napolitano.house.gov/rss.xml,,True,,-0.448,,24,2022,865.0,2.0,0.0,2022-08-09 11:30:26 -0400,ocd-division/country:us/state:ca/cd:32,1610 Longworth House Office Building,202-225-5256,,CA,32,False,0632,0.23,99.19,0.7,,,
N000015,Representative,Rep.,https://api.propublica.org/congress/v1/members/N000015.json,Richard,E.,Neal,,1949-02-14,M,D,,RepRichardNeal,reprichardneal,RepRichardENeal,400291,6103,26895,15616,N00000153,/m/028vm4,H8MA02041,https://neal.house.gov,https://neal.house.gov/rss.xml,,True,,-0.417,,34,2022,865.0,9.0,0.0,2022-08-09 11:30:26 -0400,ocd-division/country:us/state:ma/cd:1,372 Cannon House Office Building,202-225-5601,,MA,1,False,2501,1.04,99.06,0.82,,,
N000191,Representative,Rep.,https://api.propublica.org/congress/v1/members/N000191.json,Joe,,Neguse,,1984-05-13,M,D,,RepJoeNeguse,,,412761,,151075,,N00041080,/g/11gnsnch0m,H8CO02160,https://neguse.house.gov,,,True,,,,4,2022,865.0,1.0,0.0,2022-08-09 11:30:26 -0400,ocd-division/country:us/state:co/cd:2,1419 Longworth House Office Building,202-225-2161,,CO,2,False,0802,0.12,99.3,0.58,,,
N000026,Representative,Rep.,https://api.propublica.org/congress/v1/members/N000026.json,Troy,,Nehls,,1968-04-07,M,R,,RepTroyNehls,,,456848,,188334,,N00046067,/g/11c580_xf2,H0TX22302,https://nehls.house.gov,,,True,,,,2,2022,865.0,26.0,0.0,2022-08-09 11:30:22 -0400,ocd-division/country:us/state:tx/cd:22,1104 Longworth House Office Building,202-225-5951,,TX,22,False,4822,3.01,90.89,8.99,,,
N000189,Representative,Rep.,https://api.propublica.org/congress/v1/members/N000189.json,Dan,,Newhouse,,1955-07-10,M,R,,RepNewhouse,RepNewhouse,,412660,78315,51522,21556,N00036403,/m/0_s0bn3,H4WA04104,https://newhouse.house.gov,,,True,,0.332,,8,2022,865.0,9.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:wa/cd:4,504 Cannon House Office Building,202-225-5816,,WA,4,False,5304,1.04,93.88,6.0,,,
N000192,Representative,Rep.,https://api.propublica.org/congress/v1/members/N000192.json,Marie,,Newman,,1964-04-13,F,D,,RepMarieNewman,,,456819,,,,N00040891,/g/11f4yffn3m,H8IL03102,https://newman.house.gov,,,True,,,,2,2022,865.0,5.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:il/cd:3,1022 Longworth House Office Building,202-225-5701,,IL,3,False,1703,0.58,98.48,1.4,,,
N000188,Representative,Rep.,https://api.propublica.org/congress/v1/members/N000188.json,Donald,W.,Norcross,,1958-12-13,M,D,,DonaldNorcross,DonaldNorcrossNJ,,412606,76311,116277,21536,N00036154,/m/09g8b1_,H4NJ01084,https://norcross.house.gov,https://norcross.house.gov/rss.xml,,True,,-0.426,,10,2022,865.0,17.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:nj/cd:1,2427 Rayburn House Office Building,202-225-6501,,NJ,1,False,3401,1.97,98.46,1.42,,,
N000190,Representative,Rep.,https://api.propublica.org/congress/v1/members/N000190.json,Ralph,,Norman,,1953-06-20,M,R,,RepRalphNorman,RepRalphNorman,,412738,61996,47930,21753,N00027783,/m/0f9kbx,H8SC05158,https://norman.house.gov,,,True,,0.839,,6,2022,865.0,41.0,0.0,2022-08-09 11:30:22 -0400,ocd-division/country:us/state:sc/cd:5,569 Cannon House Office Building,202-225-5501,,SC,5,False,4505,4.74,75.58,24.3,,,
N000147,Delegate,Del.,https://api.propublica.org/congress/v1/members/N000147.json,Eleanor,Holmes,Norton,,1937-06-13,F,D,,EleanorNorton,CongresswomanNorton,EleanorHNorton,400295,882,775,,N00001692,/m/01s_vp,,https://norton.house.gov,https://norton.house.gov/rss.xml,,True,,,,32,2022,11.0,0.0,0.0,2022-08-09 11:30:26 -0400,ocd-division/country:us/state:dc/cd:79,,,,DC,At-Large,True,1198,0.0,100.0,0.0,,,
N000181,Representative,Rep.,https://api.propublica.org/congress/v1/members/N000181.json,Devin,,Nunes,,1973-10-01,M,R,,RepDevinNunes,,RepDevinNunes,400297,1003553,16725,20307,N00007248,/m/024tds,H8CA20059,https://nunes.house.gov,,,False,,0.45,,20,2022,448.0,9.0,0.0,2022-07-29 21:32:44 -0400,ocd-division/country:us/state:ca/cd:22,1013 Longworth House Office Building,202-225-2523,,CA,22,False,0622,2.01,98.16,1.61,,,
O000171,Representative,Rep.,https://api.propublica.org/congress/v1/members/O000171.json,Tom,,O'Halleran,,1946-01-24,M,D,,repohalleran,repohalleran,,412682,104523,28499,21739,N00037515,/m/02z4x12,H6AZ01199,https://ohalleran.house.gov,https://ohalleran.house.gov/rss.xml,,True,,-0.196,,6,2022,865.0,9.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:az/cd:1,318 Cannon House Office Building,202-225-3361,,AZ,1,False,0401,1.04,96.96,2.93,,,
O000019,Representative,Rep.,https://api.propublica.org/congress/v1/members/O000019.json,Jay,,Obernolte,,1970-08-18,M,R,,JayObernolte,,,456801,,,,N00045377,/m/02hpvtf,H0CA08135,https://obernolte.house.gov,,,True,,,,2,2022,865.0,5.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:ca/cd:8,1029 Longworth House Office Building,202-225-5861,,CA,8,False,0608,0.58,93.91,5.97,,,
O000172,Representative,Rep.,https://api.propublica.org/congress/v1/members/O000172.json,Alexandria,,Ocasio-Cortez,,1989-10-13,F,D,,RepAOC,,,412804,,180416,,N00041162,/g/11f6y3nqg6,H8NY15148,https://ocasio-cortez.house.gov,,,True,,,,4,2022,865.0,10.0,2.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:ny/cd:14,216 Cannon House Office Building,202-225-3965,,NY,14,False,3614,1.16,95.78,4.1,,,
O000173,Representative,Rep.,https://api.propublica.org/congress/v1/members/O000173.json,Ilhan,,Omar,,1981-10-04,F,D,,Ilhan,,,412791,,171628,,N00043581,/g/11c4wx5dm0,H8MN05239,https://omar.house.gov,,,True,,,,4,2022,865.0,9.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:mn/cd:5,1730 Longworth House Office Building,202-225-4755,,MN,5,False,2705,1.04,95.67,4.22,,,
O000086,Representative,Rep.,https://api.propublica.org/congress/v1/members/O000086.json,Burgess,,Owens,,1951-08-02,M,R,,RepBurgessOwens,,,456852,,,,N00045812,/m/0286z2f,H0UT04076,https://owens.house.gov,,,True,,,,2,2022,865.0,4.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:ut/cd:4,1039 Longworth House Office Building,202-225-3011,,UT,4,False,4904,0.46,96.96,2.92,,,
P000601,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000601.json,Steven,,Palazzo,,1970-02-21,M,R,,CongPalazzo,stevenpalazzo,CongressmanPalazzo,412443,61886,69521,21148,N00031958,/m/0c3y_s5,H0MS04120,https://palazzo.house.gov,,,True,,0.534,,12,2022,865.0,29.0,1.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:ms/cd:4,2349 Rayburn House Office Building,202-225-5772,,MS,4,False,2804,3.35,94.58,5.3,,,
P000034,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000034.json,Frank,,Pallone,,1951-10-30,M,D,,FrankPallone,repfrankpallone,repfrankpallone,400308,6107,26951,15454,N00000781,/m/0g6t5w,H8NJ03073,https://pallone.house.gov,https://pallone.house.gov/rss.xml,,True,,-0.404,,36,2022,865.0,1.0,0.0,2022-08-09 11:30:25 -0400,ocd-division/country:us/state:nj/cd:6,2107 Rayburn House Office Building,202-225-4671,,NJ,6,False,3406,0.12,98.84,1.04,,,
P000609,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000609.json,Gary,,Palmer,,1954-05-14,M,R,House Republican Policy Committee Chair,USRepGaryPalmer,CongressmanGaryPalmer,,412608,76094,146274,21500,N00035691,/m/0115nklq,H4AL06098,https://palmer.house.gov,,,True,,0.683,,8,2022,865.0,9.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:al/cd:6,170 Cannon House Office Building,202-225-4921,,AL,6,False,0106,1.04,94.47,5.41,,,
P000613,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000613.json,Jimmy,,Panetta,,1969-10-01,M,D,,RepJimmyPanetta,RepJimmyPanetta,,412685,104727,169078,21740,N00038601,/m/0pyy9y4,H6CA20152,https://panetta.house.gov,https://panetta.house.gov/rss.xml,,True,,-0.299,,6,2022,865.0,0.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:ca/cd:20,406 Cannon House Office Building,202-225-2861,,CA,20,False,0620,0.0,97.91,1.97,,,
P000614,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000614.json,Chris,,Pappas,,1980-06-04,M,D,,RepChrisPappas,,,412795,,42635,,N00042161,/m/0nd3t8z,H8NH01210,https://pappas.house.gov,,,True,,,,4,2022,865.0,5.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:nh/cd:1,319 Cannon House Office Building,202-225-5456,,NH,1,False,3301,0.58,96.74,3.15,,,
P000096,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000096.json,Bill,,Pascrell,Jr.,1937-01-25,M,D,,BillPascrell,pascrell,RepPascrell,400309,45543,478,29741,N00000751,/m/03txs_,H6NJ08118,https://pascrell.house.gov,,,True,,-0.367,,26,2022,865.0,19.0,0.0,2022-08-09 11:30:26 -0400,ocd-division/country:us/state:nj/cd:9,2409 Rayburn House Office Building,202-225-5751,,NJ,9,False,3409,2.2,99.41,0.47,,,
P000604,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000604.json,Donald,M.,Payne,Jr.,1958-12-17,M,D,,RepDonaldPayne,DonaldPayneJr,,412506,65639,90668,31103,N00034639,/m/0jwr2v8,H2NJ10154,https://payne.house.gov,https://payne.house.gov/rss.xml,,True,,-0.52,,12,2022,865.0,3.0,0.0,2022-08-09 11:30:25 -0400,ocd-division/country:us/state:nj/cd:10,106 Cannon House Office Building,202-225-3436,,NJ,10,False,3410,0.35,98.6,1.28,,,
P000197,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000197.json,Nancy,,Pelosi,,1940-03-26,F,D,Speaker of the House,SpeakerPelosi,NancyPelosi,nancypelosi,400314,6153,26732,15448,N00007360,/m/012v1t,H8CA05035,https://pelosi.house.gov,https://pelosi.house.gov/rss.xml,,True,,-0.49,,34,2022,864.0,743.0,0.0,2022-07-29 21:32:44 -0400,ocd-division/country:us/state:ca/cd:12,1236 Longworth House Office Building,202-225-4965,,CA,12,False,0612,86.0,99.16,0.0,,,
P000615,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000615.json,Greg,,Pence,,1956-11-14,M,R,,RepGregPence,,,412778,,177876,,N00041956,/g/11gh5qt6_p,H8IN06129,https://pence.house.gov,,,True,,,,4,2022,865.0,38.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:in/cd:6,211 Cannon House Office Building,202-225-3021,,IN,6,False,1806,4.39,93.31,6.57,,,
P000593,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000593.json,Ed,,Perlmutter,,1953-05-01,M,D,,RepPerlmutter,RepPerlmutter,RepPerlmutter,412192,1021382,2653,20705,N00027510,/m/07n9ns,H6CO07023,https://perlmutter.house.gov,,,True,,-0.282,,16,2022,865.0,1.0,0.0,2022-08-09 11:30:25 -0400,ocd-division/country:us/state:co/cd:7,1226 Longworth House Office Building,202-225-2645,,CO,7,False,0807,0.12,98.72,1.16,,,
P000605,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000605.json,Scott,,Perry,,1962-05-27,M,R,,RepScottPerry,repscottperry,RepScottPerry,412569,79873,59980,21356,N00034120,/m/04mwt6y,H2PA04135,https://perry.house.gov,,,True,,0.663,,10,2022,865.0,18.0,0.0,2022-08-09 11:30:22 -0400,ocd-division/country:us/state:pa/cd:10,2160 Rayburn House Office Building,202-225-5836,,PA,10,False,4210,2.08,78.38,21.5,,,
P000608,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000608.json,Scott,,Peters,,1958-06-17,M,D,,RepScottPeters,RepScottPeters,,412523,79661,70351,21315,N00033591,/m/02rymxd,H2CA52089,https://scottpeters.house.gov,https://scottpeters.house.gov/rss.xml,,True,,-0.183,,10,2022,865.0,10.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:ca/cd:52,1201 Longworth House Office Building,202-225-0508,,CA,52,False,0652,1.16,97.42,2.46,,,
P000048,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000048.json,August,,Pfluger,,1978-12-28,M,R,,RepPfluger,,,456846,,,,N00045421,/g/11f3szpd4x,H0TX11230,https://pfluger.house.gov,,,True,,,,2,2022,865.0,21.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:tx/cd:11,1531 Longworth House Office Building,202-225-3605,,TX,11,False,4811,2.43,95.23,4.65,,,
P000616,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000616.json,Dean,,Phillips,,1969-01-20,M,D,,RepDeanPhillips,,,412790,,181357,,N00041134,/g/11fg48_c9t,H8MN03143,https://phillips.house.gov,,,True,,,,4,2022,865.0,5.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:mn/cd:3,2452 Rayburn House Office Building,202-225-2871,,MN,3,False,2703,0.58,98.14,1.75,,,
P000597,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000597.json,Chellie,,Pingree,,1955-04-02,F,D,,ChelliePingree,ChelliePingree,congresswomanpingree,412307,1002167,6586,20920,N00013817,/m/05gflq,H8ME01120,https://pingree.house.gov,,,True,,-0.42,,14,2022,865.0,3.0,0.0,2022-08-09 11:30:26 -0400,ocd-division/country:us/state:me/cd:1,2162 Rayburn House Office Building,202-225-6116,,ME,1,False,2301,0.35,98.95,0.93,,,
P000610,Delegate,Del.,https://api.propublica.org/congress/v1/members/P000610.json,Stacey,,Plaskett,,1966-05-13,F,D,,staceyplaskett,repstaceyplaskett,,412659,79090,155929,,N00035000,/m/012844_c,,https://plaskett.house.gov,,,True,,,,8,2022,11.0,0.0,0.0,2022-08-09 11:30:26 -0400,ocd-division/country:us/state:vi/cd:79,,,,VI,At-Large,True,7898,0.0,100.0,0.0,,,
P000607,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000607.json,Mark,,Pocan,,1964-08-14,M,D,,RepMarkPocan,repmarkpocan,repmarkpocan,412585,79688,26238,21370,N00033549,/m/0gyhpz,H2WI02124,https://pocan.house.gov,https://pocan.house.gov/rss.xml,,True,,-0.535,,10,2022,865.0,13.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:wi/cd:2,1727 Longworth House Office Building,202-225-2906,,WI,2,False,5502,1.5,98.12,1.76,,,
P000618,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000618.json,Katie,,Porter,,1974-01-03,F,D,,RepKatiePorter,,,412758,,179393,,N00040865,/g/11gxfcsxrs,H8CA45130,https://porter.house.gov,,,True,,,,4,2022,865.0,2.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:ca/cd:45,1117 Longworth House Office Building,202-225-5611,,CA,45,False,0645,0.23,98.26,1.63,,,
P000599,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000599.json,Bill,,Posey,,1947-12-18,M,R,,CongBillPosey,bill.posey15,CongressmanPosey,412309,88959,24280,20909,N00029662,/m/0281vxy,H8FL15107,https://posey.house.gov,https://posey.house.gov/news/rss.aspx?DocumentTypeID=1487,,True,,0.524,,14,2022,865.0,52.0,0.0,2022-08-09 12:00:38 -0400,ocd-division/country:us/state:fl/cd:8,2150 Rayburn House Office Building,202-225-3671,,FL,8,False,1208,6.01,90.1,9.78,,,
P000617,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000617.json,Ayanna,,Pressley,,1974-02-03,F,D,,RepPressley,,,412782,,122700,,N00042581,/m/0bmh9vc,H8MA07032,https://pressley.house.gov,,,True,,,,4,2022,865.0,7.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:ma/cd:7,1108 Longworth House Office Building,202-225-5111,,MA,7,False,2507,0.81,96.61,3.27,,,
P000523,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000523.json,David,E.,Price,,1940-08-17,M,D,,RepDavidEPrice,RepDavidEPrice,RepDavidPrice,400326,6748,119,15438,N00002260,/m/034dxn,H6NC04037,https://price.house.gov,https://price.house.gov/rss.xml,,True,,-0.343,,34,2022,865.0,33.0,0.0,2022-08-09 11:30:26 -0400,ocd-division/country:us/state:nc/cd:4,2108 Rayburn House Office Building,202-225-1784,,NC,4,False,3704,3.82,99.4,0.48,,,
Q000023,Representative,Rep.,https://api.propublica.org/congress/v1/members/Q000023.json,Mike,,Quigley,,1958-10-17,M,D,,RepMikeQuigley,repmikequigley,RepMikeQuigley,412331,9263344,83310,20954,N00030581,/m/0fccwh,H0IL05096,https://quigley.house.gov,https://quigley.house.gov/rss.xml,,True,,-0.322,,14,2022,865.0,2.0,0.0,2022-08-09 11:30:26 -0400,ocd-division/country:us/state:il/cd:5,2078 Rayburn House Office Building,202-225-4061,,IL,5,False,1705,0.23,99.19,0.7,,,
R000600,Delegate,Del.,https://api.propublica.org/congress/v1/members/R000600.json,Amata,Coleman,Radewagen,,1947-12-29,F,R,,RepAmata,aumuaamata,,412664,5188,128380,,N00007635,/m/012964p3,,https://radewagen.house.gov,https://radewagen.house.gov/rss.xml,,True,,,,8,2022,,,,2022-08-09 11:30:26 -0400,ocd-division/country:us/state:as/cd:79,,,,AS,At-Large,True,6098,,,,,,
R000606,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000606.json,Jamie,,Raskin,,1962-12-13,M,D,,repraskin,repraskin,,412708,12924,65904,21741,N00037036,/m/0c13wm,H6MD08457,https://raskin.house.gov,https://raskin.house.gov/rss.xml,,True,,-0.535,,6,2022,865.0,15.0,0.0,2022-08-09 11:30:26 -0400,ocd-division/country:us/state:md/cd:8,2242 Rayburn House Office Building,202-225-5341,,MD,8,False,2408,1.73,98.94,0.94,,,
R000585,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000585.json,Tom,,Reed,,1971-11-18,M,R,,RepTomReed,RepTomReed,CongressmanTomReed,412393,623468,127046,21101,N00030949,/m/07kf86m,H0NY29054,https://reed.house.gov,,,False,,0.269,,14,2022,593.0,10.0,0.0,2022-07-29 21:32:44 -0400,ocd-division/country:us/state:ny/cd:23,1203 Longworth House Office Building,202-225-3161,,NY,23,False,3623,1.69,88.91,10.92,,,
R000610,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000610.json,Guy,,Reschenthaler,,1983-04-17,M,R,,GReschenthaler,,,412813,,166004,,N00041871,/g/11bwn3bsvm,H8PA18199,https://reschenthaler.house.gov,,,True,,,,4,2022,865.0,6.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:pa/cd:14,409 Cannon House Office Building,202-225-2065,,PA,14,False,4214,0.69,96.83,3.05,,,
R000602,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000602.json,Kathleen,,Rice,,1965-02-15,F,D,,RepKathleenRice,RepKathleenRice,,412647,76332,127653,21540,N00035927,/m/08z1cf,H4NY04075,https://kathleenrice.house.gov,,,True,,-0.28,,8,2022,865.0,30.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:ny/cd:4,2435 Rayburn House Office Building,202-225-5516,,NY,4,False,3604,3.47,97.6,2.28,,,
R000597,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000597.json,Tom,,Rice,,1957-08-04,M,R,,RepTomRice,reptomrice,RepTomRice,412572,79473,132382,21359,N00033832,/m/03wg1mb,H2SC07066,https://rice.house.gov,,,True,,0.565,,10,2022,865.0,6.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:sc/cd:7,460 Cannon House Office Building,202-225-9895,,SC,7,False,4507,0.69,92.85,7.03,,,
R000588,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000588.json,Cedric,,Richmond,,1973-09-13,M,D,,RepRichmond,RepRichmond,RepCedricRichmond,412432,62391,35384,21137,N00030184,/m/0bbw8s3,H8LA02054,https://richmond.house.gov,,,False,,-0.486,,12,2022,17.0,2.0,0.0,2022-07-29 21:32:44 -0400,ocd-division/country:us/state:la/cd:2,506 Cannon House Office Building,202-225-6636,,LA,2,False,2202,11.76,92.86,0.0,,,
R000575,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000575.json,Mike,D.,Rogers,,1958-07-16,M,R,,RepMikeRogersAL,CongressmanMikeDRogers,MikeRogersAL03,400341,1014740,5705,20301,N00024759,/m/024n_s,H2AL03032,https://mikerogers.house.gov,,,True,,0.36,,22,2022,865.0,34.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:al/cd:3,2469 Rayburn House Office Building,202-225-3261,,AL,3,False,0103,3.93,96.49,3.39,,,
R000395,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000395.json,Harold,,Rogers,,1937-12-31,M,R,,RepHalRogers,CongressmanHalRogers,RepHalRogers,400340,6739,26875,14854,N00003473,/m/025jnx,H0KY05015,https://halrogers.house.gov,,,True,,0.338,,42,2022,865.0,7.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:ky/cd:5,2406 Rayburn House Office Building,202-225-4601,,KY,5,False,2105,0.81,96.13,3.76,,,
R000612,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000612.json,John,,Rose,,1965-02-23,M,R,,RepJohnRose,,,412818,,180452,,N00041599,/g/11g8xhg1mz,H8TN06094,https://johnrose.house.gov,,,True,,,,4,2022,865.0,21.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:tn/cd:6,1124 Longworth House Office Building,202-225-4231,,TN,6,False,4706,2.43,93.33,6.56,,,
R000103,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000103.json,Matt,,Rosendale,,1960-07-07,M,R,,RepRosendale,,,456830,,120815,,N00035517,/m/0j260rd,H4MT00050,https://rosendale.house.gov,,,True,,,,2,2022,865.0,19.0,10.0,2022-08-09 11:30:22 -0400,ocd-division/country:us/state:mt/cd:1,1037 Longworth House Office Building,202-225-3211,,MT,At-Large,True,3000,2.2,77.29,22.59,,,
R000305,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000305.json,Deborah,,Ross,,1963-06-20,F,D,,RepDeborahRoss,,,456831,,,,N00038565,/m/02b3x2,H0NC02125,https://ross.house.gov,,,True,,,,2,2022,865.0,1.0,0.0,2022-08-09 11:30:25 -0400,ocd-division/country:us/state:nc/cd:2,1208 Longworth House Office Building,202-225-3032,,NC,2,False,3702,0.12,98.72,1.16,,,
R000603,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000603.json,David,,Rouzer,,1972-02-16,M,R,,RepDavidRouzer,RepRouzer,,412641,79710,102964,21544,N00033527,/m/0jt1s3l,H2NC07096,https://rouzer.house.gov,,,True,,0.568,,8,2022,865.0,7.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:nc/cd:7,2333 Rayburn House Office Building,202-225-2731,,NC,7,False,3707,0.81,95.31,4.58,,,
R000614,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000614.json,Chip,,Roy,,1972-08-07,M,R,,RepChipRoy,,,412826,,177319,,N00042268,/g/11fghyq4y1,H8TX21307,https://roy.house.gov,,,True,,,,4,2022,865.0,24.0,29.0,2022-08-09 11:30:22 -0400,ocd-division/country:us/state:tx/cd:21,1005 Longworth House Office Building,202-225-4236,,TX,21,False,4821,2.77,65.67,34.21,,,
