Researcher,id,name,State,official biography,biography,facebook,Facebook (Official),Facebook (Personal),Facebook (Campaign),twitter,Twitter (Official),Twitter (Personal),Twitter (Campaign),current_party,current_district,current_chamber,title,status,given_name,family_name,gender,email,birth_date,death_date,image,links,sources,capitol_address,capitol_voice,capitol_fax,district_address,district_voice,district_fax,youtube,instagram,Instagram (Official),Instagram (Personal),Instagram (Campaign),Campaign mailing address,Campaign phone,LinkedIn
,n/a,Mike Gipson,CA,,,n/a,n/a,https://www.facebook.com/mike.gipson.148,https://www.facebook.com/profile.php?id=100057782811276,n/a,n/a,, https://www.twitter.com/mgipson2014,Democratic Party,California State Assembly District 65,California State Assembly District 65,,Candidate,Mike,Gipson,Male,mikegipson18@gmail.com,,n/a,,n/a,https://www.mikegipson.net,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/channel/UCB7Vjt1VLIYWIe3Y0lvvKLg,n/a,n/a,https://www.instagram.com/gipson_mike/,,"249 E. OCEAN BLVD., SUITE 685, LONG BEACH, CA 90802",213-489-4792,https://www.linkedin.com/in/mike-gipson-b3304120/
,n/a,Fatima Iqbal-Zubair,CA,,,n/a,n/a,,https://www.facebook.com/fatimaforassembly,n/a,n/a, https://www.twitter.com/ShahnazZubair,,Democratic Party,California State Assembly District 65,California State Assembly District 65,,Candidate,Fatima,Iqbal-Zubair,Female,,,n/a,,n/a,https://fatimaforassembly.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,https://www.instagram.com/fshahnaziqbalzubair/,https://www.instagram.com/fatimaforassembly,,,https://www.linkedin.com/in/fatima-iqbal-zubair-12a97210/
,n/a,Mike Gipson,CA,,,n/a,n/a,https://www.facebook.com/mike.gipson.148,https://www.facebook.com/profile.php?id=100057782811276,n/a,n/a,, https://www.twitter.com/mgipson2014,Democratic Party,California State Assembly District 65,California State Assembly District 65,,Candidate,Mike,Gipson,Male,mikegipson18@gmail.com,,n/a,,n/a,https://www.mikegipson.net,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/channel/UCB7Vjt1VLIYWIe3Y0lvvKLg,n/a,n/a,https://www.instagram.com/gipson_mike/,,"249 E. OCEAN BLVD., SUITE 685, LONG BEACH, CA 90802",213-489-4792,https://www.linkedin.com/in/mike-gipson-b3304120/
,n/a,Fatima Iqbal-Zubair,CA,,,n/a,n/a,,https://www.facebook.com/fatimaforassembly,n/a,n/a, https://www.twitter.com/ShahnazZubair,,Democratic Party,California State Assembly District 65,California State Assembly District 65,,Candidate,Fatima,Iqbal-Zubair,Female,,,n/a,,n/a,https://fatimaforassembly.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,https://www.instagram.com/fshahnaziqbalzubair/,https://www.instagram.com/fatimaforassembly,,,https://www.linkedin.com/in/fatima-iqbal-zubair-12a97210/
,n/a,Al Muratsuchi,CA,,,n/a,n/a,https://www.facebook.com/al.muratsuchi.9,https://www.facebook.com/almuratsuchi,n/a,n/a,, https://www.twitter.com/AMuratsuchi,Democratic Party,California State Assembly District 66,California State Assembly District 66,,Candidate,Al,Muratsuchi,Male,info@alforassembly.com,,n/a,,n/a,https://www.al4assembly.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/almuratsuchi/,"P.O. Box 4375, Torrance, CA 90510",424-571-3206,https://www.linkedin.com/in/al-muratsuchi-ab916a7/
,n/a,George Barks,CA,,,n/a,n/a,https://www.facebook.com/george.barks.1,,n/a,n/a,,,Republican Party,California State Assembly District 66,California State Assembly District 66,,Candidate,George,Barks,Male,barkstmracing@aol.com,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,"711 N Prospect Ave, Rendondo Beach, CA 90277",310-714-6907,https://www.linkedin.com/in/george-barks-91236219/
,n/a,Al Muratsuchi,CA,,,n/a,n/a,https://www.facebook.com/al.muratsuchi.9,https://www.facebook.com/almuratsuchi,n/a,n/a,, https://www.twitter.com/AMuratsuchi,Democratic Party,California State Assembly District 66,California State Assembly District 66,,Candidate,Al,Muratsuchi,Male,info@alforassembly.com,,n/a,,n/a,https://www.al4assembly.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/almuratsuchi/,"P.O. Box 4375, Torrance, CA 90510",424-571-3206,https://www.linkedin.com/in/al-muratsuchi-ab916a7/
,n/a,George Barks,CA,,,n/a,n/a,https://www.facebook.com/george.barks.1,,n/a,n/a,,,Republican Party,California State Assembly District 66,California State Assembly District 66,,Candidate,George,Barks,Male,barkstmracing@aol.com,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,"711 N Prospect Ave, Rendondo Beach, CA 90277",310-714-6907,https://www.linkedin.com/in/george-barks-91236219/
,n/a,Sharon Quirk-Silva,CA,,,n/a,n/a,https://www.facebook.com/sharon.quirk1,https://www.facebook.com/SQSforAssembly,n/a,n/a, https://www.twitter.com/quirk_silva, https://www.twitter.com/SQSforAssembly,Democratic Party,California State Assembly District 67,California State Assembly District 67,,Candidate,Sharon,Quirk-Silva,Female,info@sharonquirksilva.com,,n/a,,n/a,https://www.sharonquirksilva.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,https://www.instagram.com/quirksilva/,https://www.instagram.com/sqsforassembly/,"PO Box 4026, Fullerton, CA 92834",714-485-3377,https://www.linkedin.com/in/sharon-quirk-silva-7a240582/
,n/a,Soo Y. Yoo,CA,,,n/a,n/a,https://www.facebook.com/sooyoo4abc,,n/a,n/a,,,Republican Party,California State Assembly District 67,California State Assembly District 67,,Candidate,Soo,Yoo,Female,sooyoo4abc@gmail.com,,n/a,,n/a,https://sooyooforassembly.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,"13737 Artesia Blvd, Ste 108, Cerritos, CA 90703",562-405-0797,https://www.linkedin.com/in/soo-yoo-19995634/
,n/a,Sharon Quirk-Silva,CA,,,n/a,n/a,https://www.facebook.com/sharon.quirk1,https://www.facebook.com/SQSforAssembly,n/a,n/a, https://www.twitter.com/quirk_silva, https://www.twitter.com/SQSforAssembly,Democratic Party,California State Assembly District 67,California State Assembly District 67,,Candidate,Sharon,Quirk-Silva,Female,info@sharonquirksilva.com,,n/a,,n/a,https://www.sharonquirksilva.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,https://www.instagram.com/quirksilva/,https://www.instagram.com/sqsforassembly/,"PO Box 4026, Fullerton, CA 92834",714-485-3377,https://www.linkedin.com/in/sharon-quirk-silva-7a240582/
,n/a,Soo Y. Yoo,CA,,,n/a,n/a,https://www.facebook.com/sooyoo4abc,,n/a,n/a,,,Republican Party,California State Assembly District 67,California State Assembly District 67,,Candidate,Soo,Yoo,Female,sooyoo4abc@gmail.com,,n/a,,n/a,https://sooyooforassembly.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,"13737 Artesia Blvd, Ste 108, Cerritos, CA 90703",562-405-0797,https://www.linkedin.com/in/soo-yoo-19995634/
,n/a,Avelino Valencia,CA,,,n/a,n/a,https://www.facebook.com/avelino.valenciaiii,https://www.facebook.com/AvelinoValenciaOC,n/a,n/a, https://www.twitter.com/AValenciaIII,,Democratic Party,California State Assembly District 68,California State Assembly District 68,,Candidate,Avelino,Valencia,Male,avelino@avelinovalencia.com,,n/a,,n/a,https://www.avelinovalencia.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/avelinovalenciaoc/,"801 S Anaheim Blvd, #105, Anaheim, CA 92805",714-485-6864,https://www.linkedin.com/in/avelino-valencia-70395b62/
,n/a,Mike Tardif,CA,,,n/a,n/a,https://www.facebook.com/mike.tardif.68,https://www.facebook.com/profile.php?id=100079008448026,n/a,n/a,, https://www.twitter.com/MikeTardif1,Republican Party,California State Assembly District 68,California State Assembly District 68,,Candidate,Mike,Tardif,Male,mike@tardifsheetmetal.com,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,"412 N Santa Fe Street, Santa Ana, CA 92701",714-305-3388,
,n/a,Avelino Valencia,CA,,,n/a,n/a,https://www.facebook.com/avelino.valenciaiii,https://www.facebook.com/AvelinoValenciaOC,n/a,n/a, https://www.twitter.com/AValenciaIII,,Democratic Party,California State Assembly District 68,California State Assembly District 68,,Candidate,Avelino,Valencia,Male,avelino@avelinovalencia.com,,n/a,,n/a,https://www.avelinovalencia.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/avelinovalenciaoc/,"801 S Anaheim Blvd, #105, Anaheim, CA 92805",714-485-6864,https://www.linkedin.com/in/avelino-valencia-70395b62/
,n/a,Mike Tardif,CA,,,n/a,n/a,https://www.facebook.com/mike.tardif.68,https://www.facebook.com/profile.php?id=100079008448026,n/a,n/a,, https://www.twitter.com/MikeTardif1,Republican Party,California State Assembly District 68,California State Assembly District 68,,Candidate,Mike,Tardif,Male,mike@tardifsheetmetal.com,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,"412 N Santa Fe Street, Santa Ana, CA 92701",714-305-3388,
,n/a,Al Austin,CA,,,n/a,n/a,https://www.facebook.com/al.austin,https://www.facebook.com/AlAustinforCA,n/a,n/a,, https://www.twitter.com/theAlAustin,Democratic Party,California State Assembly District 69,California State Assembly District 69,,Candidate,Al,Austin,Male,AlAustinForAssembly@gmail.com,,n/a,,n/a,https://www.alaustinforassembly.org/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/alaustinforlb/,"4508-A Atlantic Avenue #106, Long Beach, CA 90807",,https://www.linkedin.com/in/al-austin-ii-17307b16/
,n/a,Josh Lowenthal,CA,,,n/a,n/a,https://www.facebook.com/josh.lowenthal.5,https://www.facebook.com/JoshLowenthalForCalifornia,n/a,n/a,, https://www.twitter.com/JoshLowenthal,Democratic Party,California State Assembly District 69,California State Assembly District 69,,Candidate,Josh,Lowenthal,Male,info@lowenthalforassembly.com,,n/a,,n/a,https://joshlowenthal.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,https://www.instagram.com/jlolbc/,https://www.instagram.com/joshlowenthal/,"777 S Figueroa Street, Suite 4050, Los Angeles, CA 90015",562-981-2111,https://www.linkedin.com/in/josh-lowenthal-82298420/
,n/a,Al Austin,CA,,,n/a,n/a,https://www.facebook.com/al.austin,https://www.facebook.com/AlAustinforCA,n/a,n/a,, https://www.twitter.com/theAlAustin,Democratic Party,California State Assembly District 69,California State Assembly District 69,,Candidate,Al,Austin,Male,AlAustinForAssembly@gmail.com,,n/a,,n/a,https://www.alaustinforassembly.org/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/alaustinforlb/,"4508-A Atlantic Avenue #106, Long Beach, CA 90807",,https://www.linkedin.com/in/al-austin-ii-17307b16/
,n/a,Josh Lowenthal,CA,,,n/a,n/a,https://www.facebook.com/josh.lowenthal.5,https://www.facebook.com/JoshLowenthalForCalifornia,n/a,n/a,, https://www.twitter.com/JoshLowenthal,Democratic Party,California State Assembly District 69,California State Assembly District 69,,Candidate,Josh,Lowenthal,Male,info@lowenthalforassembly.com,,n/a,,n/a,https://joshlowenthal.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,https://www.instagram.com/jlolbc/,https://www.instagram.com/joshlowenthal/,"777 S Figueroa Street, Suite 4050, Los Angeles, CA 90015",562-981-2111,https://www.linkedin.com/in/josh-lowenthal-82298420/
,n/a,Ken Cooley,CA,,,n/a,n/a,https://www.facebook.com/ken.cooley,https://www.facebook.com/KenCooleyForAsm,n/a,n/a,, https://www.twitter.com/KenCooleyforAsm,Democratic Party,California State Assembly District 7,California State Assembly District 7,,Candidate,Ken,Cooley,Male,ken@kencooley.com,,n/a,,n/a,https://www.kencooley.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/kencooleyforasm/,"PO Box 1357, Rancho Cordova, CA 95741",,https://www.linkedin.com/in/kencooley/
,n/a,Josh Hoover,CA,,,n/a,n/a,https://www.facebook.com/joshua.ryan.hoover,https://www.facebook.com/HooverForAssembly,n/a,n/a,, https://www.twitter.com/joshua_hoover,Republican Party,California State Assembly District 7,California State Assembly District 7,,Candidate,Josh,Hoover,Male,josh@hooverforassembly.com,,n/a,,n/a,https://hooverforassembly.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/joshua_hoover/,"P.O. Box 850, Wilton, CA 95693",916-626-6804,https://www.linkedin.com/in/joshuaryanhoover
,n/a,Ken Cooley,CA,,,n/a,n/a,https://www.facebook.com/ken.cooley,https://www.facebook.com/KenCooleyForAsm,n/a,n/a,, https://www.twitter.com/KenCooleyforAsm,Democratic Party,California State Assembly District 7,California State Assembly District 7,,Candidate,Ken,Cooley,Male,ken@kencooley.com,,n/a,,n/a,https://www.kencooley.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/kencooleyforasm/,"PO Box 1357, Rancho Cordova, CA 95741",,https://www.linkedin.com/in/kencooley/
,n/a,Josh Hoover,CA,,,n/a,n/a,https://www.facebook.com/joshua.ryan.hoover,https://www.facebook.com/HooverForAssembly,n/a,n/a,, https://www.twitter.com/joshua_hoover,Republican Party,California State Assembly District 7,California State Assembly District 7,,Candidate,Josh,Hoover,Male,josh@hooverforassembly.com,,n/a,,n/a,https://hooverforassembly.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/joshua_hoover/,"P.O. Box 850, Wilton, CA 95693",916-626-6804,https://www.linkedin.com/in/joshuaryanhoover
,n/a,Tri Ta,CA,,,n/a,n/a,https://www.facebook.com/tri.ta.7,https://www.facebook.com/MayorTriTa,n/a,n/a,,,Republican Party,California State Assembly District 70,California State Assembly District 70,,Candidate,Tri,Ta,Male,info@tritaforassembly.com,,n/a,,n/a,https://www.tritaforassembly.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,"P.O. Box 10295, Westminster, CA 92685",,
,n/a,Diedre Nguyen,CA,,,n/a,n/a,https://www.facebook.com/diedrethng,,n/a,n/a,,,Democratic Party,California State Assembly District 70,California State Assembly District 70,,Candidate,Diedre,Nguyen,Female,,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,https://www.linkedin.com/in/diedre-thu-ha-nguyen-27598631/
,n/a,Tri Ta,CA,,,n/a,n/a,https://www.facebook.com/tri.ta.7,https://www.facebook.com/MayorTriTa,n/a,n/a,,,Republican Party,California State Assembly District 70,California State Assembly District 70,,Candidate,Tri,Ta,Male,info@tritaforassembly.com,,n/a,,n/a,https://www.tritaforassembly.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,"P.O. Box 10295, Westminster, CA 92685",,
,n/a,Diedre Nguyen,CA,,,n/a,n/a,https://www.facebook.com/diedrethng,,n/a,n/a,,,Democratic Party,California State Assembly District 70,California State Assembly District 70,,Candidate,Diedre,Nguyen,Female,,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,https://www.linkedin.com/in/diedre-thu-ha-nguyen-27598631/
,n/a,Matt Rahn,CA,,,n/a,n/a,,,n/a,n/a,,,Republican Party,California State Assembly District 71,California State Assembly District 71,,Candidate,Matt,Rahn,Male,,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Kate Sanchez,CA,,,n/a,n/a,,https://www.facebook.com/KateSanchezStateAssembly,n/a,n/a,,,Republican Party,California State Assembly District 71,California State Assembly District 71,,Candidate,Kate,Sanchez,Female,contact@sanchezforassembly.com,,n/a,,n/a,https://www.sanchezforassembly.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/katesanchez_8/,"260 Buena Creek Rd, San Marcos, CA 92069",,https://www.linkedin.com/in/katesanchez1/
,n/a,Matt Rahn,CA,,,n/a,n/a,,,n/a,n/a,,,Republican Party,California State Assembly District 71,California State Assembly District 71,,Candidate,Matt,Rahn,Male,,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Kate Sanchez,CA,,,n/a,n/a,,https://www.facebook.com/KateSanchezStateAssembly,n/a,n/a,,,Republican Party,California State Assembly District 71,California State Assembly District 71,,Candidate,Kate,Sanchez,Female,contact@sanchezforassembly.com,,n/a,,n/a,https://www.sanchezforassembly.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/katesanchez_8/,"260 Buena Creek Rd, San Marcos, CA 92069",,https://www.linkedin.com/in/katesanchez1/
,n/a,Diane Dixon,CA,,,n/a,n/a,https://www.facebook.com/dbdixon,,n/a,n/a,,,Republican Party,California State Assembly District 72,California State Assembly District 72,,Candidate,Diane,Dixon,Female,,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,https://www.linkedin.com/in/dianebrooksdixon/
,n/a,Judie Mancuso,CA,,,n/a,n/a,https://www.facebook.com/profile.php?id=100077278375456,https://www.facebook.com/mancusoforassembly,n/a,n/a,, https://www.twitter.com/judiemancuso,Democratic Party,California State Assembly District 72,California State Assembly District 72,,Candidate,Judie,Mancuso,Female,ad72@judiemancuso.com,,n/a,,n/a,https://judiemancuso.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/judiemancuso,"P.O. Box 1125, Laguna Beach, CA 92652",,https://www.linkedin.com/in/judie-mancuso-b61994aa/
,n/a,Diane Dixon,CA,,,n/a,n/a,https://www.facebook.com/dbdixon,,n/a,n/a,,,Republican Party,California State Assembly District 72,California State Assembly District 72,,Candidate,Diane,Dixon,Female,,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,https://www.linkedin.com/in/dianebrooksdixon/
,n/a,Judie Mancuso,CA,,,n/a,n/a,https://www.facebook.com/profile.php?id=100077278375456,https://www.facebook.com/mancusoforassembly,n/a,n/a,, https://www.twitter.com/judiemancuso,Democratic Party,California State Assembly District 72,California State Assembly District 72,,Candidate,Judie,Mancuso,Female,ad72@judiemancuso.com,,n/a,,n/a,https://judiemancuso.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/judiemancuso,"P.O. Box 1125, Laguna Beach, CA 92652",,https://www.linkedin.com/in/judie-mancuso-b61994aa/
,n/a,Steven S. Choi,CA,,,n/a,n/a,https://www.facebook.com/steven.choi.9066,https://www.facebook.com/VoteSteveChoi,n/a,n/a,,,Republican Party,California State Assembly District 73,California State Assembly District 73,,Candidate,Steven,Choi,Male,,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,"105 Knob Creek, Irvine, CA 92602",,https://www.linkedin.com/in/dr-steven-choi-04679b10/
,n/a,Cottie Petrie-Norris,CA,,,n/a,n/a,https://www.facebook.com/cottie.pn,https://www.facebook.com/CottieForStateAssembly,n/a,n/a,, https://www.twitter.com/VoteCottie,Democratic Party,California State Assembly District 73,California State Assembly District 73,,Candidate,Cottie,Petrie-Norris,Female,info@votecottie.com,,n/a,,n/a,https://cottie.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,https://www.instagram.com/cottiepn/,https://www.instagram.com/cottieforstateassembly/,"2646 DuPont Drive, Suite 60-174, Irvine, CA 92612",916-346-1595,https://www.linkedin.com/in/cottie-petrie-norris-9b1619/
,n/a,Steven S. Choi,CA,,,n/a,n/a,https://www.facebook.com/steven.choi.9066,https://www.facebook.com/VoteSteveChoi,n/a,n/a,,,Republican Party,California State Assembly District 73,California State Assembly District 73,,Candidate,Steven,Choi,Male,,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,"105 Knob Creek, Irvine, CA 92602",,https://www.linkedin.com/in/dr-steven-choi-04679b10/
,n/a,Cottie Petrie-Norris,CA,,,n/a,n/a,https://www.facebook.com/cottie.pn,https://www.facebook.com/CottieForStateAssembly,n/a,n/a,, https://www.twitter.com/VoteCottie,Democratic Party,California State Assembly District 73,California State Assembly District 73,,Candidate,Cottie,Petrie-Norris,Female,info@votecottie.com,,n/a,,n/a,https://cottie.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,https://www.instagram.com/cottiepn/,https://www.instagram.com/cottieforstateassembly/,"2646 DuPont Drive, Suite 60-174, Irvine, CA 92612",916-346-1595,https://www.linkedin.com/in/cottie-petrie-norris-9b1619/
,n/a,Chris Duncan,CA,,,n/a,n/a,,,n/a,n/a,,,Democratic Party,California State Assembly District 74,California State Assembly District 74,,Candidate,Chris,Duncan,Male,,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,https://www.linkedin.com/in/christopher-duncan-73a5706/
,n/a,Laurie Davies,CA,,,n/a,n/a,https://www.facebook.com/laurie.davies.1612,https://www.facebook.com/DaviesforCA,n/a,n/a,,,Republican Party,California State Assembly District 74,California State Assembly District 74,,Candidate,Laurie,Davies,Female,info@daviesforca.com,,n/a,,n/a,https://www.daviesforca.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,"28081 Marguerite Pkwy, Mission Viejo, CA 92690",949-370-5255,https://www.linkedin.com/in/mayor-laurie-davies-0465896/
,n/a,Chris Duncan,CA,,,n/a,n/a,,,n/a,n/a,,,Democratic Party,California State Assembly District 74,California State Assembly District 74,,Candidate,Chris,Duncan,Male,,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,https://www.linkedin.com/in/christopher-duncan-73a5706/
,n/a,Laurie Davies,CA,,,n/a,n/a,https://www.facebook.com/laurie.davies.1612,https://www.facebook.com/DaviesforCA,n/a,n/a,,,Republican Party,California State Assembly District 74,California State Assembly District 74,,Candidate,Laurie,Davies,Female,info@daviesforca.com,,n/a,,n/a,https://www.daviesforca.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,"28081 Marguerite Pkwy, Mission Viejo, CA 92690",949-370-5255,https://www.linkedin.com/in/mayor-laurie-davies-0465896/
,n/a,Marie Waldron,CA,,,n/a,n/a,https://www.facebook.com/JoinWaldron,,n/a,n/a,, https://www.twitter.com/MarieWaldron75,Republican Party,California State Assembly District 75,California State Assembly District 75,,Candidate,Marie,Waldron,Female,,,n/a,,n/a,https://www.marieforcalifornia.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,https://www.instagram.com/waldron4710/,,"28588 Cole Grade Road, #1437, Valley Center, CA 92082",760-703-1988,
,n/a,Randy Voepel,CA,,,n/a,n/a,,https://www.facebook.com/ElectRandyVoepel,n/a,n/a,,,Republican Party,California State Assembly District 75,California State Assembly District 75,,Candidate,Randy,Voepel,Male,gail.ramer@gmail.com,,n/a,,n/a,https://www.randyvoepel.org,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,"9219 Northcote Road, Santee, CA 92071",,
,n/a,Marie Waldron,CA,,,n/a,n/a,https://www.facebook.com/JoinWaldron,,n/a,n/a,, https://www.twitter.com/MarieWaldron75,Republican Party,California State Assembly District 75,California State Assembly District 75,,Candidate,Marie,Waldron,Female,,,n/a,,n/a,https://www.marieforcalifornia.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,https://www.instagram.com/waldron4710/,,"28588 Cole Grade Road, #1437, Valley Center, CA 92082",760-703-1988,
,n/a,Randy Voepel,CA,,,n/a,n/a,,https://www.facebook.com/ElectRandyVoepel,n/a,n/a,,,Republican Party,California State Assembly District 75,California State Assembly District 75,,Candidate,Randy,Voepel,Male,gail.ramer@gmail.com,,n/a,,n/a,https://www.randyvoepel.org,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,"9219 Northcote Road, Santee, CA 92071",,
,n/a,Brian Maienschein,CA,,,n/a,n/a,https://www.facebook.com/brian.maienschein,https://www.facebook.com/BrianMaienscheinAssembly,n/a,n/a,,,Democratic Party,California State Assembly District 76,California State Assembly District 76,,Candidate,Brian,Maienschein,Male,brian@brianmaienschein.com,,n/a,,n/a,https://brianmaienschein.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,"7918 El Cajon Blvd., #N-162, La Mesa, CA 91942",,https://www.linkedin.com/in/brian-maienschein-2b30bb13/
,n/a,Kristie Bruce-Lane,CA,,,n/a,n/a,https://www.facebook.com/kristie.bruce5,https://www.facebook.com/profile.php?id=100064302304225,n/a,n/a,, https://www.twitter.com/klbrucelane,Republican Party,California State Assembly District 76,California State Assembly District 76,,Candidate,Kristie,Bruce-Lane,Female,kristie@kristiebrucelane.com,,n/a,,n/a,https://www.kristiebrucelane.com,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/channel/UCnL1NVdFhbm4jxCspd9bf1g,n/a,n/a,,https://www.instagram.com/KristieBruceLane/,"17829 Ralphs Ranch Rd, San Diego, CA 92127",619-537-6376,https://www.linkedin.com/in/kristie-bruce-lane-88553040/
,n/a,Brian Maienschein,CA,,,n/a,n/a,https://www.facebook.com/brian.maienschein,https://www.facebook.com/BrianMaienscheinAssembly,n/a,n/a,,,Democratic Party,California State Assembly District 76,California State Assembly District 76,,Candidate,Brian,Maienschein,Male,brian@brianmaienschein.com,,n/a,,n/a,https://brianmaienschein.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,"7918 El Cajon Blvd., #N-162, La Mesa, CA 91942",,https://www.linkedin.com/in/brian-maienschein-2b30bb13/
,n/a,Kristie Bruce-Lane,CA,,,n/a,n/a,https://www.facebook.com/kristie.bruce5,https://www.facebook.com/profile.php?id=100064302304225,n/a,n/a,, https://www.twitter.com/klbrucelane,Republican Party,California State Assembly District 76,California State Assembly District 76,,Candidate,Kristie,Bruce-Lane,Female,kristie@kristiebrucelane.com,,n/a,,n/a,https://www.kristiebrucelane.com,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/channel/UCnL1NVdFhbm4jxCspd9bf1g,n/a,n/a,,https://www.instagram.com/KristieBruceLane/,"17829 Ralphs Ranch Rd, San Diego, CA 92127",619-537-6376,https://www.linkedin.com/in/kristie-bruce-lane-88553040/
,n/a,Tasha Boerner Horvath,CA,,,n/a,n/a,https://www.facebook.com/profile.php?id=100010494972578,https://www.facebook.com/TashaBoernerH,n/a,n/a,, https://www.twitter.com/tashaboerner,Democratic Party,California State Assembly District 77,California State Assembly District 77,,Candidate,Tasha,Horvath,Female,teamtasha@tasha4assembly.com,,n/a,,n/a,https://www.tasha4assembly.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,"315 S Coast Hwy 101, Ste U10, Encinitas, CA 92024",760-237-0350,https://www.linkedin.com/in/boerner/
,n/a,Dan Downey,CA,,,n/a,n/a,,,n/a,n/a,,,Republican Party,California State Assembly District 77,California State Assembly District 77,,Candidate,Dan,Downey,Male,dan@downey4assembly.com,,n/a,,n/a,https://www.downey4assembly.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,"P.O. Box 6085, San Diego, CA 92166",,https://www.linkedin.com/in/dandowney/
