name,name_first,name_middle,name_last,nickname,name_prefix,name_suffix,Image,party,Office,title,state,status,district,ethnicity,race,gender,date_of_birth,date_of_death,education,occupation,Bio,email_official,email_other,email_campaign,website_official,website_personal,website_campaign,twitter_official,twitter_personal,twitter_campaign,youtube_official,youtube_personal,youtube_campaign,instagram_official,instagram_personal,instagram_campaign,facebook_official,facebook_personal,facebook_campaign,linkedin,rumble,gab,RSS,address_campaign,address_capitol,address_district,phone_campaign,phone_capitol,phone_district,fax_capitol,fax_district,contact_form_url,date_assumed_office,appointed_by,appointed_data,confirmed_date,term_end_data,congress_year,thomas ID,lis_id,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id,google_entity_id,Ballotpedia URL,propublica URL,Ballotpedia Office ID,govpackpub_id,govpack_id,fec_id,usio_id,opensecrets_id,district_ocd_id,openstates_id,committee_id
Ace Allen,Ace,,Allen,,,,,Democratic Party,Kansas State House District 28,Kansas State Representative,KS,Challenger,Kansas State House District 28,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:ks/sldl:28,,
John H. Koerner,John,H.,Koerner,,,,,Republican Party,Kansas State House District 35,Kansas State Representative,KS,Challenger,Kansas State House District 35,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,https://www.facebook.com/john.koerner.14,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:ks/sldl:35,,
David Soffer,David,,Soffer,,,,https://sofferforkansas.com/wp-content/uploads/2022/05/IMG_9888-Edit-2.jpg,Republican Party,Kansas State House District 29,Kansas State Representative,KS,Challenger,Kansas State House District 29,,,,,,,,,n/a,,Davidsofferforks@gmail.com,n/a,,https://sofferforkansas.com/,,https://www.twitter.com/davidrsoffer,https://www.twitter.com/davidsofferks,,,,,,,,https://www.facebook.com/david.r.soffer,https://www.facebook.com/sofferforkansas,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:ks/sldl:29,,
Nelson R. Gabriel,Nelson,R.,Gabriel,,,,,Democratic Party,Kansas State House District 35,Kansas State Representative,KS,Challenger,Kansas State House District 35,,,,,,,,,n/a,,info@nelsongabriel.com,n/a,,https://www.nelsongabriel.com/,,,https://www.twitter.com/nrgabrielforrep,,,,,,https://www.instagram.com/nrgabrielforrep/,,https://www.facebook.com/pastorgabe,https://www.facebook.com/nrgabrielforrep,,,,,,n/a,n/a,(913) 521-9410,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:ks/sldl:35,,
Heather Meyer,Heather,,Meyer,,,,http://www.kslegislature.org/li/m/images/pics/rep_meyer_heather_1.jpg,Democratic Party,Kansas State House District 29,Kansas State Representative,KS,Incumbent,Kansas State House District 29,,,,,,,,,Heather.Meyer@house.ks.gov,,heather@heatherforkansashouse.com,,,https://www.heatherforkansashouse.com/,https://www.twitter.com/kansas_heather,,,,,,,,,https://www.facebook.com/heatherforkansashouse,https://www.facebook.com/HeatherMeyer42,,,,,,,,,(913) 735-0304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:ks/sldl:29,ocd-person/eaf4ca2d-ba48-4c99-88cc-2845e7237143,
Marvin S. Robinson II,Marvin,S.,Robinson,,,II,,Democratic Party,Kansas State House District 35,Kansas State Representative,KS,Challenger,Kansas State House District 35,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,https://www.facebook.com/mrobinsonii,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:ks/sldl:35,,
Chuck Smith,Chuck,,Smith,,,,http://www.kslegislature.org/li/m/images/pics/rep_smith_charles_1.jpg,Republican Party,Kansas State House District 3,Kansas State Representative,KS,Incumbent,Kansas State House District 3,,,,,,,,,chuck.smith@house.ks.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Chuck_Smith_(Kansas_politician),,,,,,,,,,ocd-division/country:us/state:ks/sldl:3,ocd-person/8b617466-af12-4848-8cca-ed088fb196da,
Mark David Snelson,Mark,David,Snelson,,,,"https://static.wixstatic.com/media/33ed7c_d8410f24cbd74bf09a643b5b166b17a6~mv2.png/v1/fill/w_1266,h_840,fp_0.50_0.50,q_90,usm_0.66_1.00_0.01,enc_auto/33ed7c_d8410f24cbd74bf09a643b5b166b17a6~mv2.png",Republican Party,Kansas State House District 36,Kansas State Representative,KS,Challenger,Kansas State House District 36,,,,,,,,,n/a,,snelson4district35@gmail.com,n/a,,https://snelson4district35.wixsite.com/website,,,,,,,,,,,https://www.facebook.com/mark.d.snelson,,,,,,,n/a,n/a,(913) 208-9292,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:ks/sldl:36,,
Jim Porter,Jim,,Porter,,,,,Republican Party,,Kansas School Board Member,KS,Incumbent,,,,,,,,,,,,,,,,https://www.twitter.com/jimeporter,,,,,,,,,https://www.facebook.com/JimPorterKSBOE9/,https://www.facebook.com/jim.porter.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:ks/school_board_district:9,,
Kevin Braun,Kevin,,Braun,,,,http://www.kslegislature.org/li_2020/m/images/pics/sen_braun_kevin_1.jpg,Republican Party,Kansas State House District 36,Kansas State Representative,KS,Challenger,Kansas State House District 36,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,https://en.wikipedia.org/wiki/Kevin_Braun,,,,,,,,,,ocd-division/country:us/state:ks/sldl:36,,
Lynn Melton,Lynn,,Melton,,,,,Democratic Party,Kansas State House District 36,Kansas State Representative,KS,Challenger,Kansas State House District 36,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,https://www.facebook.com/lynn.smithmelton,https://www.facebook.com/lynn.smithmelton,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:ks/sldl:36,,
JoAnne Gilstrap,JoAnne,,Gilstrap,,,,,Democratic Party,Kansas State House District 36,Kansas State Representative,KS,Challenger,Kansas State House District 36,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:ks/sldl:36,,
Laura Williams,Laura,,Williams,,,,,Republican Party,Kansas State House District 30,Kansas State Representative,KS,Challenger,Kansas State House District 30,,,,,,,,,n/a,,info@laurawilliamsforkansas.com,n/a,,https://www.laurawilliamsforkansas.com/,,,,,,https://www.youtube.com/channel/UCAqo40Kpkd2oqqa4QMklgwA,,,https://www.instagram.com/laura4KS/,,https://www.facebook.com/laura.konecny,https://www.facebook.com/LauraWilliamsforKansas,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:ks/sldl:30,,
Scott R. Perkins,Scott,R.,Perkins,,,,https://content.app-sources.com/s/98826708509096524/uploads/Images/Scott_Perkins_pe1446-small-4046960.jpg,Democratic Party,Kansas State House District 30,Kansas State Representative,KS,Challenger,Kansas State House District 30,,,,,,,,,n/a,,scott@perkinsforkansas.com,n/a,,https://perkinsforkansas.com/,,,,,,,,,,,https://www.facebook.com/scott.ray.perkins,https://www.facebook.com/PerkinsforKansas/,,,,,,n/a,n/a,(913) 244-2609,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:ks/sldl:30,,
Courtney Eiterich,Courtney,,Eiterich,,,,https://cdn5-hosted.civiclive.com/UserFiles/Servers/Server_4323159/Image/Government/Departments/CityCouncil/CourtneyEiterich.jpg,Democratic Party,Kansas State House District 30,Kansas State Representative,KS,Challenger,Kansas State House District 30,,,,,,,,,n/a,,,n/a,,,,https://www.twitter.com/courtneycc58,,,,,,https://www.instagram.com/next_wednesday_works/,,,https://www.facebook.com/courtneyeiterich,https://www.facebook.com/CourtneyforKansas,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:ks/sldl:30,,
Dennis Grindel,Dennis,,Grindel,,,,,Republican Party,Kansas State House District 31,Kansas State Representative,KS,Challenger,Kansas State House District 31,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,https://www.facebook.com/DennyGrindel,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:ks/sldl:31,,
Kenny Titus,Kenny,,Titus,,,,,Republican Party,Kansas State House District 51,Kansas State Representative,KS,Challenger,Kansas State House District 51,,,,,,,,,n/a,,Info@titusforkansas.com,n/a,,https://titusforkansas.com/,,,https://www.twitter.com/titusforkansas,,,,,,https://www.instagram.com/titusforkansas/,,https://www.facebook.com/kennytitus,https://www.facebook.com/TitusforKansas/,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:ks/sldl:51,,
Diana Whittington,Diana,,Whittington,,,,"https://static.wixstatic.com/media/4a5568_fafe54f84d5c4556b60b6d1511c396c8~mv2.jpeg/v1/crop/x_466,y_0,w_2261,h_4032/fill/w_920,h_1640,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/B0011107-32DB-49CE-B233-EEDEE942FC1B_1_2.jpeg",Republican Party,Kansas State House District 37,Kansas State Representative,KS,Challenger,Kansas State House District 37,,,,,,,,,n/a,,whittington4wyco@gmail.com,n/a,,https://www.dianawhittington.com/,,https://www.twitter.com/DianaJeanie,,,,,,,,,https://www.facebook.com/diana.whittington,https://www.facebook.com/whittington4dist37,,,,,,n/a,n/a,(913) 298-3464,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:ks/sldl:37,,
Melissa Oropeza,Melissa,,Oropeza,,,,,Democratic Party,Kansas State House District 37,Kansas State Representative,KS,Challenger,Kansas State House District 37,,,,,,,,,n/a,,,n/a,,,,,https://www.twitter.com/oropeza4kansas,,,,,,https://www.instagram.com/oropeza4kansas/,,,https://www.facebook.com/MOVFORDOTTE,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:ks/sldl:37,,
Faith Rivera,Faith,,Rivera,,,,,Democratic Party,Kansas State House District 37,Kansas State Representative,KS,Challenger,Kansas State House District 37,,,,,,,,,n/a,,,n/a,,https://www.faithforkansas.com/,,,https://www.twitter.com/FaithRiveraKS,,,,,https://www.instagram.com/faithrivera908/,https://www.instagram.com/faithrivera908/,,https://www.facebook.com/faith.rivera.52,https://www.facebook.com/Faith4KS,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:ks/sldl:37,,
Jesse Borjon,Jesse,,Borjon,,,,http://www.kslegislature.org/li/m/images/pics/rep_borjon_jesse_1.jpg,Republican Party,Kansas State House District 52,Kansas State Representative,KS,Incumbent,Kansas State House District 52,,,,,,,,,jesse.borjon@house.ks.gov,,JBorjon75@gmail.com,,,https://www.borjonforkansas.com/,,,,,,,,,,https://www.facebook.com/borjonforkansas,https://www.facebook.com/jesse.borjon,https://www.facebook.com/borjonforkansas,,,,,"PO Box 4872 Topeka, KS 66604",,,(785) 230-0514,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Jesse_Borjon,,,,,,,,,,ocd-division/country:us/state:ks/sldl:52,ocd-person/0c2ba27f-4208-475d-a625-a12c5f0581b5,
Max Stucky Halley,Max,Stucky,Halley,,,,,Democratic Party,Kansas State House District 52,Kansas State Representative,KS,Challenger,Kansas State House District 52,,,,,,,,,n/a,,,n/a,,,,,,,,,,https://www.instagram.com/amishgolfer11/,,,https://www.facebook.com/mstuckyhalley,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:ks/sldl:52,,
Derik Flerlage,Derik,,Flerlage,,,,,Democratic Party,Kansas State House District 52,Kansas State Representative,KS,Challenger,Kansas State House District 52,,,,,,,,,n/a,,derik4kansas@gmail.com,n/a,,,,https://www.twitter.com/derikfler,https://www.twitter.com/derikfler,,,,,,,,https://www.facebook.com/derik.flerlage,https://www.facebook.com/DerikForKansas/,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:ks/sldl:52,,
Aaron Coleman,Aaron,,Coleman,,,,http://www.kslegislature.org/li/m/images/pics/rep_coleman_aaron_1.jpg,Democratic Party,Kansas State House District 37,Kansas State Representative,KS,Incumbent,Kansas State House District 37,,,,,,,,,aaron.coleman@house.ks.gov,,colemanaaron4kansas@gmail.com,,,https://www.aaronforkansashouse.com/,https://www.twitter.com/aaron4ks37,,https://www.twitter.com/aaron4ks37,https://www.youtube.com/channel/UCCRIFUHfEpV1-N7dwDX_vEA,,https://www.youtube.com/channel/UCCRIFUHfEpV1-N7dwDX_vEA,,,,https://www.facebook.com/Aaron.Coleman4Kansas,https://www.facebook.com/aaron.coleman.2000,https://www.facebook.com/Aaron.Coleman4Kansas,,,,,,,,(913) 229-5334,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Aaron_Coleman,,,,,,,,,,ocd-division/country:us/state:ks/sldl:37,ocd-person/4824d856-5fdc-43a5-abee-ff60e648e112,
Timothy H. Johnson,Timothy,H.,Johnson,,,,http://www.kslegislature.org/li/m/images/pics/rep_johnson_timothy_1.jpg,Republican Party,Kansas State House District 38,Kansas State Representative,KS,Incumbent,Kansas State House District 38,,,,,,,,,timothy.johnson@house.ks.gov,,,,,http://www.timothyjohnsonstaterep38.com/,,,,,,,,,,https://www.facebook.com/profile.php?id=100051331538516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Timothy_H._Johnson,,,,,,,,,,ocd-division/country:us/state:ks/sldl:38,ocd-person/ecff64bf-dfd7-4df4-a1c2-681348e68fa8,
Connie Burns,Connie,,Burns,,,,,Republican Party,Kansas State House District 53,Kansas State Representative,KS,Challenger,Kansas State House District 53,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:ks/sldl:53,,
Bruce Williamson,Bruce,,Williamson,,,,,Republican Party,Kansas State House District 53,Kansas State Representative,KS,Challenger,Kansas State House District 53,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:ks/sldl:53,,
Owen Donohoe,Owen,,Donohoe,,,,http://www.kslegislature.org/li/m/images/pics/rep_donohoe_owen_1.jpg,Republican Party,Kansas State House District 39,Kansas State Representative,KS,Incumbent,Kansas State House District 39,,,,,,,,,Owen.Donohoe@house.ks.gov,,repdonohoe@gmail.com,,,https://www.repdonohoe.com/,,,,,,,,,,https://www.facebook.com/owendonohoe39/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Owen_Donohoe,,,,,,,,,,ocd-division/country:us/state:ks/sldl:39,ocd-person/0287e900-55b6-4497-8142-73fcf4774572,
Vanessa Vaughn West,Vanessa,Vaughn,West,,,,,Democratic Party,Kansas State House District 39,Kansas State Representative,KS,Challenger,Kansas State House District 39,,,,,,,,,n/a,,,n/a,,,,https://www.twitter.com/vlvaughn,,,,,,,,,https://www.facebook.com/vaughnwest,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:ks/sldl:39,,
Kirk R. Haskins,Kirk,R.,Haskins,,,,,Democratic Party,Kansas State House District 53,Kansas State Representative,KS,Challenger,Kansas State House District 53,,,,,,,,,n/a,,haskinsforkansas@gmail.com,n/a,,,,,,,,,,,,,https://www.facebook.com/krhaskin,https://www.facebook.com/haskinsforkansas/,,,,,,n/a,n/a,(785) 289-8530,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:ks/sldl:53,,
Trevor Jacobs,Trevor,,Jacobs,,,,http://www.kslegislature.org/li_2020/m/images/pics/rep_jacobs_trevor_1.jpg,Republican Party,Kansas State House District 4,Kansas State Representative,KS,Incumbent,Kansas State House District 4,,,,,,,,,Trevor.Jacobs@house.ks.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Trevor_Jacobs_(politician),,,,,,,,,,ocd-division/country:us/state:ks/sldl:4,ocd-person/803e1253-a98c-4c6f-95fb-36b3034983eb,
Joe Cheray,Joe,,Cheray,,,,,Democratic Party,Kansas State House District 53,Kansas State Representative,KS,Challenger,Kansas State House District 53,,,,,,,,,n/a,,joecheray@cherayforkansashd53.com,n/a,,https://cherayforkansashd53.com/,,https://www.twitter.com/wildheart4vr,,,,,,,,,https://www.facebook.com/joe.cheray,https://www.facebook.com/cherayforkansashd53,,,,,,n/a,n/a,(785) 836-0129,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:ks/sldl:53,,
Michael Houser,Michael,,Houser,,,,http://www.kslegislature.org/li_2020/m/images/pics/rep_houser_michael_1.jpg,Republican Party,Kansas State House District 1,Kansas State Representative,KS,Incumbent,Kansas State House District 1,,,,,,,,,michael.houser@house.ks.gov,,,,,,,,,,,,,,,https://www.facebook.com/profile.php?id=100058117627798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Michael_Houser_(politician),,,,,,,,,,ocd-division/country:us/state:ks/sldl:1,ocd-person/b08a0272-189a-4034-9f35-494ffd6cf142,
Ken Corbet,Ken,,Corbet,,,,http://www.kslegislature.org/li/m/images/pics/rep_corbet_ken_1.jpg,Republican Party,Kansas State House District 54,Kansas State Representative,KS,Incumbent,Kansas State House District 54,,,,,,,,,ken.corbet@house.ks.gov,,,,,https://kansascorbet54.com/,https://www.twitter.com/KSCorbet54,,,,,,,,,https://www.facebook.com/KenCorbet54,,https://www.facebook.com/KenCorbet54,,,,,,,,(785) 224-0357,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Ken_Corbet,,,,,,,,,,ocd-division/country:us/state:ks/sldl:54,ocd-person/afee9b4c-c30b-4cba-b5a2-e20a186c75b1,
Lyndon Johnson,Lyndon,,Johnson,,,,,Democratic Party,Kansas State House District 54,Kansas State Representative,KS,Challenger,Kansas State House District 54,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:ks/sldl:54,,
Todd C. Staerkel,Todd,C.,Staerkel,,,,,Republican Party,Kansas State House District 55,Kansas State Representative,KS,Challenger,Kansas State House District 55,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,https://www.facebook.com/profile.php?id=100052381712763,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:ks/sldl:55,,
David Buehler,David,,Buehler,,,,,Republican Party,Kansas State House District 40,Kansas State Representative,KS,Challenger,Kansas State House District 40,,,,,,,,,n/a,,David.Buehler@Buehler4kansas.com,n/a,,https://www.buehler4kansas.com/,,,https://www.twitter.com/DBuehler4Kansas,,,,,,,,,https://www.facebook.com/Buehler4Kansas,,,,,"P.O. Box 92 Leavenworth, KS 66043",n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:ks/sldl:40,,
Martha Allen,Martha,,Allen,,,,"https://img1.wsimg.com/isteam/ip/11f59939-0878-4c30-a5c9-8877b325291c/blob-0005.png/:/cr=t:8.24%25,l:0%25,w:100%25,h:83.53%25",Democratic Party,Kansas State House District 40,Kansas State Representative,KS,Challenger,Kansas State House District 40,,,,,,,,,n/a,,Vote@MarthaforKansas.com,n/a,,https://marthaforkansas.com/,,,,,,,,,,,https://www.facebook.com/marthalonergan.allen,https://www.facebook.com/MarthaforKansas,,,,,,n/a,n/a,(913) 428-9034,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:ks/sldl:40,,
Pat Proctor,Pat,,Proctor,,,,http://www.kslegislature.org/li/m/images/pics/rep_proctor_pat_1.jpg,Republican Party,Kansas State House District 41,Kansas State Representative,KS,Incumbent,Kansas State House District 41,,,,,,,,,pat.proctor@house.ks.gov,,pat@patproctor4ks.com,,,https://patproctor4ks.com/,https://www.twitter.com/RealPatProctor,,https://www.twitter.com/RealPatProctor,,,,,,,https://www.facebook.com/PatProctorKS,https://www.facebook.com/pat.proctor.18,https://www.facebook.com/PatProctorKS,,,,,"PO Box 3421 Fort Leavenworth, KS 66027",,,(913) 250-5553,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pat_Proctor,,,,,,,,,,ocd-division/country:us/state:ks/sldl:41,ocd-person/fcd23935-0e7e-4896-9381-45ca745e8903,
Harry Schwarz,Harry,,Schwarz,,,,https://lirp.cdn-website.com/dd47969d/dms3rep/multi/opt/schwarz_portrait_1080x1080-001-528w.jpg,Democratic Party,Kansas State House District 41,Kansas State Representative,KS,Challenger,Kansas State House District 41,,,,,,,,,n/a,,,n/a,,https://www.harry4kansas.com/,,,,,,,,,,,https://www.facebook.com/IamBigPhilly,https://www.facebook.com/harry4kansas,,,,,,n/a,n/a,(816) 401-7547,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:ks/sldl:41,,
Lance W. Neelly,Lance,W.,Neelly,,,,http://www.kslegislature.org/li/m/images/pics/rep_neelly_lance_1.jpg,Republican Party,Kansas State House District 42,Kansas State Representative,KS,Incumbent,Kansas State House District 42,,,,,,,,,lance.neelly@house.ks.gov,,LWNeelly@gmail.com,,,https://www.neellyforkansas.com/,,https://www.twitter.com/lanceneelly,,,,,,,,https://www.facebook.com/profile.php?id=100057775881716,https://www.facebook.com/bobneelly,https://www.facebook.com/profile.php?id=100057775881716,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Lance_Neelly,,,,,,,,,,ocd-division/country:us/state:ks/sldl:42,ocd-person/a1546322-9d4b-467c-a65a-57dddcc9c4cf,
Bill Sutton,Bill,,Sutton,,,,http://www.kslegislature.org/li/m/images/pics/rep_sutton_william_1.jpg,Republican Party,Kansas State House District 43,Kansas State Representative,KS,Incumbent,Kansas State House District 43,,,,,,,,,bill.sutton@house.ks.gov,,,,,http://www.billsutton.us/,,,,,,,,,,,https://www.facebook.com/bill.sutton.58,https://www.facebook.com/BillSuttonforStateRepresentative,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Bill_Sutton_(Kansas_politician),,,,,,,,,,ocd-division/country:us/state:ks/sldl:43,ocd-person/dc23fc2c-0f64-4fab-96ec-951f0efbe7bb,
Tobias Schlingensiepen,Tobias,,Schlingensiepen,,,,https://images.squarespace-cdn.com/content/v1/62a93b88228a337fdf4f80e2/2b20d806-6ef9-483e-a02b-ea8cb4214042/Tobias+4KH+0422.jpg?format=1000w,Democratic Party,Kansas State House District 55,Kansas State Representative,KS,Challenger,Kansas State House District 55,,,,,,,,,n/a,,tobias@tobiasforkansashouse.com,n/a,,https://www.tobiasforkansashouse.com/,,,https://www.twitter.com/TobiasForKansas,,,,,https://www.instagram.com/schlingensiepentobias/,,,https://www.facebook.com/schlingensiepen,https://www.facebook.com/TobiasForKansasHouse,,,,,,n/a,n/a,(785) 845-6618,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:ks/sldl:55,,
Joshua Luttrell,Joshua,,Luttrell,,,,,Democratic Party,Kansas State House District 55,Kansas State Representative,KS,Challenger,Kansas State House District 55,,,,,,,,,n/a,,,n/a,,,,https://www.twitter.com/luttrell4Kansas,https://www.twitter.com/luttrell4Kansas,,,,,https://www.instagram.com/vontastico/,,,https://www.facebook.com/josh.letrouble,https://www.facebook.com/Luttrell4Kansas,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:ks/sldl:55,,
Virgil Weigel,Virgil,,Weigel,,,,http://www.kslegislature.org/li/m/images/pics/rep_weigel_virgil_1.jpg,Democratic Party,Kansas State House District 56,Kansas State Representative,KS,Incumbent,Kansas State House District 56,,,,,,,,,virgil.weigel@house.ks.gov,,virgiljweigel@hotmail.com,,,http://www.virgilweigelforkshouse.com/,,,,,,,,,,,https://www.facebook.com/vigril.weigel,https://www.facebook.com/profile.php?id=100058258800912,,,,,,,,(785) 267-2749,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Virgil_Weigel,,,,,,,,,,ocd-division/country:us/state:ks/sldl:56,ocd-person/acb8f24a-aecd-43a5-887c-be8bbf963e3d,
John Alcala,John,,Alcala,,,,http://www.kslegislature.org/li/m/images/pics/rep_alcala_john_1.jpg,Democratic Party,Kansas State House District 57,Kansas State Representative,KS,Incumbent,Kansas State House District 57,,,,,,,,,john.alcala@house.ks.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/John_Alcala,,,,,,,,,,ocd-division/country:us/state:ks/sldl:57,ocd-person/f29363f0-8ac1-4c25-a8a7-74db5cefd9a4,
